,tweet_id,text,location,raw_prediction,WER,prediction
43745,ID_783997054112653312,"RT @flo_tweet: To help the people of Haiti devastated by Hurricane Matthew, please donate to @careintuk ’s appeal at",Haiti,Haiti,0.0,Haiti
43747,ID_783997568241971200,"Local Red Cross assists in Hurricane Matthew relief effort: As Hurricane Matthew sweeps through Haiti, the regional",Haiti,Haiti,0.0,Haiti
43750,ID_783998854051926016,RT @dii_of_ri: Donations needed for Haiti in wake of #HurricaneMatthew @RIFuture,Haiti,Haiti,0.0,Haiti
43753,ID_783999643176820736,RT @chris8video: About to hop on this plane to Haiti w/ @BobBuckleyWGHP to see how @SamaritansPurse is helping Hurricane victims.,Haiti,Haiti,0.0,Haiti
43754,ID_783999702412857344,12 photos that capture the destruction of Hurricane Matthew in Haiti: Haitis battle to cope with the damage,Haiti,Haiti,0.0,Haiti
43756,ID_784000336038076416,@HAC_US and @HAC_Haiti opened its doors as a Hurricane Relief/ Evacuation Center. Contact us at info@hacus.org or info@hac-haiti.org,,Haiti ha ##iti,2.0,Haiti haiti
43757,ID_784648867715297280,RT @bfraser747: Ὃ0Ὃ0 #QueenOfCorruption Ὃ2Ὃ2 #Hillary stole donations meant to rebuild #Haiti #ClintonCrimeFoundation Where was #MSM :,Haiti,Haiti,0.0,Haiti
43760,ID_784648953639931904,RT @MOBILEMIKE_: Aerial footage of western Haiti shows catastrophic damage after Hurricane Matthew,Haiti,Haiti,0.0,Haiti
43761,ID_784648969636962304,"Thousands have lost their homes, you can help. Text HELP to 70066 to donate £5 to the #Haiti Hurricane Appeal today. #HurricaneMatthew",Haiti,Haiti,0.0,Haiti
43764,ID_784649040575270912,If Hurricane Matthew comes back around and hits Florida again I honestly dont know what well do cause theres already so much damage,Florida,Florida,0.0,Florida
43765,ID_784649074716712960,"#Matthew, Devastation in Southern Haiti: In Jérémie 80 % of buildings were destroyed by the storm.",Haiti,Haiti J,0.0,Haiti
43767,ID_784649087668801536,Matthew leaves hundreds dead in Haiti,Haiti,Haiti,0.0,Haiti
43768,ID_784649089115881472,RT @Ruptly: 4 killed in Florida as #HurricaneMatthew continues to batter the east coast,Florida,Florida,0.0,Florida
43770,ID_784649093851340800,"Haitis ambassador asks Americans to donate to Haitian institutions, including city govts, to avoid mistakes from the past. #Matthew",,,1.0, 
43772,ID_784649138810056704,"RT @wmbfnews: GOOD NEWS: Verizon is offering unlimited talk, text and data for areas effected by Hurricane Matthew.",,,1.0, 
43773,ID_784649154194710528,"Flash Flood Warning for Bamberg, Calhoun, Clarendon, Orangeburg, Richland, & Sumter Cos until 9AM #scwx #Matthew",Bamberg Calhoun Clarendon Orangeburg Richland Sumter,Ba ##mberg Calhoun Clare ##ndon Orange ##burg Rich ##land Su ##m ##ter,0.0,Bamberg Calhoun Clarendon Orangeburg Richland Sumter
43775,ID_784649170036547584,RT @MsLaBelle_: Yall please pray for Haiti . The death toll has currently risen to 842. My beautiful country can never get a breakὉ4 :,Haiti,Haiti,0.0,Haiti
43778,ID_784649193872842752,RT @eNCA: eNCA | UPDATE: Hurricane Matthew kills almost 900 in Haiti before hitting US,Haiti US,Haiti,0.5,Haiti
43779,ID_784649228660252672,RT @nikkihaley: Evacuees seeking refuge from #HurricaneMatthew should call 1-866-246-0133 to be directed to the nearest emergency shelter a,,,1.0, 
43781,ID_784649249472544768,Over 800 souls lost in #Haiti & @BBCNews headline 4 people killed in #Florida Am I missing something? #HurricaneMatthew,Florida Haiti,Haiti Florida,0.0,Florida Haiti
43783,ID_784649253524123648,RT @BlueHamilton: What I see coming out of Haiti is heartbreaking. Time to donate!,Haiti,Haiti,0.0,Haiti
43784,ID_784649327222333440,I was thinking of Haiti tonight. My wife brought to my attention that the death toll has risen,Haiti,Haiti,0.0,Haiti
43785,ID_784649349217202176,Hurricane Matthew: Dire warning of possible massive damage,,,1.0, 
43787,ID_784689202789244928,"Hurricane Matthew death toll nears 900 in Haiti, cholera takes lives",Haiti,Haiti,0.0,Haiti
43788,ID_784689218400518144,RT @JAYBLESSED: Hurricane Matthew: In Haiti the death toll stands at 842 but the US media does not seem to care,Haiti US,Haiti US,0.0,Haiti US
43789,ID_784689230517645312,RT @anc_advt: Hundreds killed as hurricane hits Haiti,Haiti,Haiti,0.0,Haiti
43790,ID_784689247940993024,"RT @ChasCountyGov: #HurricaneMatthew Update: 1,538 in shelters, reports of trees and power lines down throughout the county. Stay inside do",,,1.0, 
43791,ID_784689253599080448,RT @usairforce: Our #TotalForce #Airmen are working hard to prepare and respond to areas impacted by #HurricaneMatthew.,,,1.0, 
43792,ID_784689352756592640,RT @EuropeanMag: Nearly 900 dead in #Haiti after Hurricane Matthew batters island nation  RIP,Haiti,Haiti,0.0,Haiti
43794,ID_784689411925704704,RT @IndMediaGroup: Hurricane Matthew death toll in Haiti rises to 65  #LovinLeeds #Barnsleyis #Sheffieldissuper #Rot,Haiti,Haiti,0.0,Haiti
43795,ID_784689462831742976,"Families are seeking refuge in the 1,300 temporary shelters that have been set up across #Haiti #HurricaneMatthew:",Haiti,Haiti,0.0,Haiti
43796,ID_784689523183783936,"Play to our people in Hait, Florida be on alert, Over 800 dead now, @achileeslukonge",Florida Hait,Florida,0.5,Florida
43799,ID_784689691236847616,"Doppler radar estimates that 8 inches of rain has fallen from Savannah, GA > Beaufort, SC More on the way. Flood warning #Matthew",Beaufort GA SC Savannah,Savannah GA Beaufort SC,0.0,Beaufort GA SC Savannah
43803,ID_784689723113672704,@EuropeanMag @richardcalhoun not even trending on twitter. 900 people dead in #Haiti and the world is quiet,Haiti,Haiti,0.0,Haiti
43804,ID_784689762032508928,Hurricane Matthew Barrels Up The East Coast After Ravaging Haiti: Nearly 900 people killed and tens of thousa,Haiti,Haiti,0.0,Haiti
43805,ID_784689783691935744,21 Photos of Hurricane Matthews Destruction,,,1.0, 
43806,ID_784689813362475008,Hurricane Matthew Batters Southeast Coast; 6 Dead as Over 1 Million Lose Power - ABC News,,,1.0, 
43807,ID_784695717399068672,"RT @SkyNews: Over 800 people have been killed after Hurricane Matthew hit Haiti, with outbreaks of cholera claiming more lives",Haiti,Haiti,0.0,Haiti
43808,ID_784695761623670784,RT @FOX29philly: More than 800 reported dead in Haiti after Hurricane Matthew,Haiti,Haiti,0.0,Haiti
43809,ID_784695876845527040,Death Toll in Haiti Soars Days After Hurricane Matthew #Generalnews,Haiti,Haiti,0.0,Haiti
43811,ID_784695904024559616,Report from @BHMhaiti director: Worst hurricane to hit Haiti in a lifetime. Read and donate here:,Haiti,Haiti,0.0,Haiti
43812,ID_784696024249937920,"What does a hurricane leave behind? In Haiti, homes are shredded, villages are flooded and at least 264 people have been killed",Haiti,Haiti,0.0,Haiti
43813,ID_784696101433667584,"RT @ARoss02: While we were distracted by #TrumpTapes, 900 people died in Haiti from the hurricane.",Haiti,Haiti,0.0,Haiti
43815,ID_784696153275240448,"RT @mowords: Hurricane Matthew killed 840 people in Haiti, 0 in the US. Guess what the media focussed on.",Haiti US,Haiti US,0.0,Haiti US
43816,ID_784696268392108032,Man we need to do something to help Haiti First the 2010 earthquake and now the hurricane .. So sad,Haiti,Haiti,0.0,Haiti
43817,ID_784696377724973056,"RT @nakhon224: #News Hurricane Matthew kills almost 900 in Haiti before striking U.S: PORT-AU-PRINCE, Haiti/DAYTONA BEACH, F",DAYTONA BEACH Haiti U.S,Haiti U S P Haiti D ##A ##Y ##TO ##NA B,0.5,DAYTONA Haiti U.S.
43818,ID_784696398809821184,UK aid is helping hurricane-hit Haiti with shelter kits & lifesaving water filters:  #GlobalBritain #HurricaneMatthew,Haiti UK,UK Haiti,0.0,Haiti UK
43819,ID_784696495589171200,RT @RokhayaDiallo: Horror In Rural Haiti As Hurricane Matthew Death Toll Surges To 842,Haiti,Haiti,0.0,Haiti
43820,ID_784696602283872256,RT @baluchx: Haiti was hit was a deadly hurricane and hundreds are dead. Thousands suffering. Please help and donate!,Haiti,Haiti,0.0,Haiti
43821,ID_784696684026564608,Hurricane Matthew death toll nears 900 in Haiti: The number of people killed from Hurricane Matthew climbs to,Haiti,Haiti,0.0,Haiti
43822,ID_784696725285908480,"#BreakingNews Hurricane Matthew kills over 800 in Haiti, glances past Florida",Florida Haiti,Haiti Florida,0.0,Florida Haiti
43825,ID_784697354997858304,RT @TheTruth24US: US military mobilizes to help Haiti after devastating hurricane #TODAY,Haiti US,US Haiti,0.0,Haiti US
43826,ID_784697386971107328,RT @timmathews: The death toll in Haiti is nearing 900.,Haiti,Haiti,0.0,Haiti
43827,ID_784697542953099264,Hurricane Matthew: Haiti storm disaster kills hundreds,Haiti,Haiti,0.0,Haiti
43829,ID_784697892850106368,Poor Haiti! As if the past earthquake isnt enough. 800 killed by the Hurricane.,Haiti,Haiti,0.0,Haiti
43830,ID_784697900894818304,RT @NewsWorldIN: #HurricaneMatthew Kills Nearly 900 in #Haiti,Haiti,Haiti,0.0,Haiti
43831,ID_784698095699431424,RT @The7Original: Death Toll in Haiti Rises Past 800 After Hurricane Matthew,Haiti,Haiti,0.0,Haiti
43833,ID_784698388654743552,Please dont donate to @RedCross for hurricane relief for haiti they are incompetent consider donating to these haitian charities directly,haiti,ha ##iti,0.0,haiti
43835,ID_784698429289164800,UK will provide £5m in aid to Hurricane Matthew victims in Haiti  via @yahooNewsUK,Haiti,Haiti,0.0,Haiti
43836,ID_784698797251321856,Hurricane Matthew kills almost 900 in Haiti before striking U.S -,Haiti,Haiti U S,1.0,Haiti U.S.
43837,ID_784698843598352384,RT @KeyettaMarie_: R.I.P. to all 841 people killed in Haiti by hurricane Matthew ἞D἟9ὤFἿF,Haiti,Haiti,0.0,Haiti
43838,ID_784699038990041088,Some people have asked me about the hurricane in Haiti and how to help. Go to  or any of the folks mentioned below,Haiti,Haiti,0.0,Haiti
43840,ID_784699495669985280,"#prayForHaiti Hurricane Matthew killed about 1,000 people in Haiti. This country has been through hell and back. My heart cant take itὡ4἞D἟9",Haiti,Haiti,0.0,Haiti
43843,ID_784700123377000448,RT @zoeandzara: 842 deaths in HaitiFrom Hurricane MathewHeartbreaking,,,1.0, 
43844,ID_784700123767005184,New post: Hurricane Matthew kills almost 900 in Haiti before hitting US,Haiti,Haiti,0.0,Haiti
43845,ID_797789302763552768,RT @lbcbreaking: New Zealand government has issued a Tsunami alert for the entire east coast following an earthquake.,New Zealand,New Zealand,0.0,New Zealand
43846,ID_797789586030264320,RT @WSJ: Tsunami warning issued after New Zealand rocked by strong earthquake  ὑ3,New Zealand,New Zealand,0.0,New Zealand
43847,ID_797789709338484736,RT @nzherald: Tsunami warnings for the east coasts of both the north and south islands #EQNZ,,,1.0, 
43849,ID_797789773691658240,24 earthquakes in an hour moving along the fault line. Tsunami warnings issued for South Island east cost. Stay safe NZ #eqnz ὢCὤ8,NZ South Island,South Island NZ,0.6666666666666666,Island NZ South
43851,ID_797789826875428864,RT @ChannelNewsAsia: UPDATE: New Zealand issues tsunami warning after 7.4 magnitude earthquake,New Zealand,New Zealand,0.0,New Zealand
43852,ID_797789861642051584,"Some of the #quake damage seen on Wakefield St, central Wellington @NZStuff @DomPost #EQNZ",Wakefield St central Wellington,Wellington,0.75,Wellington
43853,ID_797789926217519104,New Zealand officials warn tsunami is now possible as they urge people to get to high ground #EQNZ,New Zealand,New Zealand,0.0,New Zealand
43854,ID_797789931204710400,"#eqnz UPDATE: New Zealand earthquake raised to 7.8 magnitude, first tsunami waves detected and fears for kaikoura",New Zealand kaikoura,New Zealand ka ##iko ##ura,0.0,New Zealand kaikoura
43855,ID_797789938250940416,Correction!!! #Tsunami warning is for EASTERN Coasts of both islands only!!!!!! #eqnz.,both islands,both islands,0.0,both islands
43857,ID_797789979321634816,Am moored in a west coast marina. Just waiting for tsunami warning?!? #EQNZ,west coast marina,west coast ma,1.0,coast ma west
43858,ID_797790014872485888,"I cant believe people are asking for specifics - IF YOU LIVE ON THE EAST COAST OF NZ, MOVE TO HIGHER GROUND! #eqnz #earthquake #nz",NZ nz,NZ n ##z,0.0,NZ nz
43860,ID_797790065581649920,RT @spyjournal: blenheim cut off north with damaged bridges and also south at ward #eqnz,,##len,1.0,len
43861,ID_797790114067816448,"RT @janinekrippner: Rolling updates on the #NewZealand Earthquake here, images coming through of damage:  #eqnz ht",NewZealand,New ##Z ##eal ##and,0.0,NewZealand
43862,ID_797790224801636352,RT @misimagined8: Tsunami siren going off in Christchurch now #eqnz,Christchurch,Christchurch,0.0,Christchurch
43863,ID_797790226370310144,RT @ignis_fatum: Wellington current tsunami hazard in Wellington @LastQuake #eqnz,Wellington,Wellington Wellington,0.0,Wellington
43864,ID_797790278656487424,"@TheRealS0s Update: Severe 6.6 Earthquake in Methven, south of Christchurch New Zealand..Tsunami alerts in place all coastal areas of NZ.",Methven New Zealand,Met ##h ##ven Christchurch New Zealand NZ,0.6666666666666666,Christchurch Methven NZ New Zealand
43869,ID_797790622379745280,Richard McNamara with Marlborough Civil Defence says reports of damage to bridges on the state highways outside Blenheim. #eqnz,Blenheim,B ##len ##heim,0.0,Blenheim
43872,ID_797790705414377472,"Tsunami warning for entire East Coast of NZ, be safe people, move to higher ground! #eqnz",NZ,NZ,0.0,NZ
43873,ID_797790972058796032,"Latest: Tsunami sirens sounding here in Christchurch, evacuated due to tsunami warning following #eqnz",Christchurch,Christchurch,0.0,Christchurch
43874,ID_797791037934571520,RT @kimi_collins: For Wellingtonians worried about the tsunami warning - here are the evacuation zones.  #EQNZ,,,1.0, 
43875,ID_797791136022601728,Tsunami warning sirens now activated in Christchurch low-lying areas #eqnz about time!,Christchurch,Christchurch,0.0,Christchurch
43876,ID_797791154448146432,"#eqnz Lyall Bay, Island Bay are on the move, good stuff People outdoors in Wgtn CBD prob better clear away fr areas near falling windows",Island Bay,L ##yal ##l Island Bay,1.0,Bay Island Lyall
43877,ID_797791164854370304,"RT @nycjim: Residents of Chatham Islands, east of New Zealand mainland, told to reach higher ground as tsunami approaches.",Chatham Islands New Zealand,Chatham Islands New Zealand,0.0,Chatham Islands New Zealand
43879,ID_797791199004241920,Fewer and not so strong aftershocks now so will try and get some sleep #Nelson #eqnz keeps safe NZ,NZ,NZ,0.0,NZ
43881,ID_797791235243065344,@NewstalkZB reporting of tsunami activity along Kaikoura and Wellington coastlines. Warning in place until cancelled by Civil Defence #eqnz,Kaikoura Wellington,Kai ##ko ##ura Wellington,0.0,Kaikoura Wellington
43882,ID_797791278494646272,RT @LAX24R: Eastern Wellington #Tsunami Zones. Evacuate now if you are near the coast #eqnz,Wellington,Wellington,0.0,Wellington
43883,ID_797791295800389632,situation has changed - tsunami is possible. People near the coast in the south island should move to high ground or inlande #eqnz,south island,south island,1.0,island south
43886,ID_797791391086559232,"LATEST: First wave of tsunami arrives at coast of New Zealands South Island, Civil Defense Ministry says",New Zealands,New Zealand ##s,0.0,New Zealands
43887,ID_797791397608730624,"Tsunami sirens now going off along North Canterbury. Move it people, take phone chargers, couple of water bottles and GO #eqnz",Canterbury,North Canterbury,1.0,Canterbury North
43890,ID_797791758599884800,"RT @FitKiwi: If you are in a low lying area of Wellington close to water, please evacuate to higher ground. Lyall Bay, Petone, Kapiti Coast",Lyall Bay Petone Wellington,Wellington L ##yal ##l Bay Pet ##one Ka,0.75,Bay Ka Lyall Petone Wellington
43892,ID_797792379063255040,Run for the hills the tsunami comes ἰA #nzeq,,,1.0, 
43893,ID_797792380078297088,Thank god I live on a hill. Tsunami evacuation sorted ὠ1 #eqnz,,,1.0, 
43894,ID_797792395047731200,#tsunami warning out along #NewZealand east coast & in other countries: important to heed all warnings from authorities:,NewZealand,New ##Z ##eal ##and,0.0,NewZealand
43895,ID_797792424097480704,RT @monique_nz: Surreal listening to Katy Gosset on @radionz with tsunami sirens going off in background. #eqnz,,,1.0, 
43897,ID_797792590842253312,RT @zerohedge: Tsunami Warning Issued After Powerful 7.8-Magnitude Quake Strikes New Zealand,New Zealand,New Zealand,0.0,New Zealand
43898,ID_797792912121569280,Tsunami warning issued after quake strikes New Zealand: US Geological Survey says 7.8-magnitude earthquake has  #aje,New Zealand,New Zealand,0.0,New Zealand
43899,ID_797792928034799616,Are there tsunami sirens or evacuations happening in Auckland? Especially Maraetai and Beachlands? #eqnz,Auckland,Auckland,0.0,Auckland
43900,ID_797792974738333696,RT @weatherchannel: UPDATE: New Zealand #earthquake upgraded to magnitude 7.8. #Tsunami has been generated:,New Zealand,New Zealand,0.0,New Zealand
43904,ID_797793137162752000,RT @Naturehazard: #tsunami sirens have now been activated in Sumner Christchurch #eqnz,Sumner Christchurch,Sumner Christchurch,1.0,Christchurch Sumner
43906,ID_797793149116510208,RT @3AW693: The latest official tsunami advice. #eqnz,,,1.0, 
43908,ID_797793174332665856,RT @RachelNBanfield: Call your friends & whanau in low lying coastal areas. Up north they might be still asleep. Tsunami sirens as far nort,,,1.0, 
43909,ID_797793209925517312,"82 earthquakes and counting in the past 2h15m, since the 7.5 hit near Hanmer springs #NewZealand #earthquake",Hanmer springs NewZealand,Han ##mer springs New ##Z ##eal ##and,0.6666666666666666,Hanmer NewZealand springs
43910,ID_797793210458222592,RT @E2NZ: Heavy traffic in Christchurch as people flee low lying ground. Hotels and occupied buildings evacuated #eqnz,Christchurch,Christchurch,0.0,Christchurch
43912,ID_797793308894367744,Photos have emerged of the damage from this mornings earthquakes that have struck New Zealand #eqnz,New Zealand,New Zealand,0.0,New Zealand
43913,ID_797793315697504256,Big earthquake down the line in NZ - imminent tsunami warnings out from civil defence for large areas of coastline #eqnz,NZ,NZ,0.0,NZ
43915,ID_797793414418812928,Tsunami sirens being sounded near Christchurch,Christchurch,Christchurch,0.0,Christchurch
43916,ID_797793435419713536,"RT @Rachel_Smalley: Geonet revises earthquake size - 7.5, 15km deep, 15km north-east of Culverden.#eqnz",Culverden.#eqnz,C ##ul ##ver ##den,1.0,Culverden
43917,ID_797793438527680512,.@VicUniWgtn says all campuses closed today until noon to check post quake damage. #eqnz,,,1.0, 
43918,ID_797793477899657216,Damage #eqnz not looking good so far,,,1.0, 
43921,ID_797794374390255616,WE HAVE BEEN EVACUATED FUCKING TSUNAMI IM SICK OF THESE FUCKING EARTHQUAKES. LIVING LIKE THIS FOR 6 YEARS NOW #eqnz,,,1.0, 
43922,ID_797794416303845376,RT @mattedwords: No good shouting warnings on twitter at 2am- New Zealand needs a comprehensive WORKING tsunami warning siren system #eqnz,New Zealand,New Zealand,0.0,New Zealand
43923,ID_797794457491935232,RT @Claire_Phipps: There has been a severe earthquake in New Zealand; damage unclear (its the middle of the night) #eqnz,New Zealand,New Zealand,0.0,New Zealand
43924,ID_797794546016882688,RT @LucanLeBlanc: #BREAKING: A 2-metre tsunami HAS HIT Kaikoura. Civil Defense has warned all people in coastal areas of the South Island t,Kaikoura,Kai ##ko ##ura South Island,2.0,Island Kaikoura South
43925,ID_797794561099636736,#BREAKING: Tsunami has been generated following 7.5-magnitude quake in New Zealand -- civil defense authority @BreakingNews,New Zealand,New Zealand,0.0,New Zealand
43926,ID_797794600865804288,"from a friend in burwood, christchurch #eqnz: neighbors gone, roads are packed, sirens are going off.",,,1.0, 
43929,ID_797794743082053632,"If you live on low lying ground within 1km of the coast, evacuate #chch #newzealand #christchurch #tsunami #nz #earthquake #eqnz",newzealand,new ##ze ##alan ##d,0.0,newzealand
43930,ID_797794781162151936,"One in four Cantabrians receives Red Cross help: Four years on from the first earthquake, New Zealand Red Cross has",New Zealand,New Zealand,0.0,New Zealand
43931,ID_797794832332636160,Mum and Dad are evacuating from Queenspark in chch now in case of #tsunami :/ #eqnz,Queenspark,Queens ##park,0.0,Queenspark
43932,ID_797794841677529088,RT @neogeo: .@radionz reports earthquake has upgraded from 6.6 to 7.5 #eqnz - take tsunami threat seriously #wellington #nz,wellington,well ##ington ##z,1.0,wellingtonz
43934,ID_797794869221748736,RT @SkyNewsBreak: New Zealand authorities say a magnitude 7.4 earthquake has generated a tsunami with the first waves hitting the countrys,New Zealand,New Zealand,0.0,New Zealand
43936,ID_797794978348998656,RT @RickKiessig: Kaikoura Hospital will not be evacuated after all. #Tsunami warning: sirens going off to inform people to move to higher g,Kaikoura,Kai ##ko ##ura,0.0,Kaikoura
43938,ID_797796276611870720,"RT @Willuknight: #eqnz Sirens now on in red cliffs, Christchurch coastal areas. First hand reports",Christchurch,Christchurch,0.0,Christchurch
43939,ID_797796285591883776,RT @Dave_WREMO: Tsunami sirens activated in Lower Hutt city #wgtn #eqnz,Lower Hutt,Lower Hu ##tt,1.0,Hutt Lower
43940,ID_797796287877943296,"RT @envycollect: Tsunami waning sounded in Lower Hutt, Wellington. #eqnz",Lower Hutt Wellington,Lower Hu ##tt Wellington,0.6666666666666666,Hutt Lower Wellington
43941,ID_797796298476822528,CD Alerts: National Tsunami warning downgraded to a Marine threat. No Evacuation required. Keep away from beaches & estuaries. #eqnz,,,1.0, 
43942,ID_797796404936613888,This is surreal hearing the tsunami sirens. Stay safe everyone! #earthquake #eqnz,,,1.0, 
43944,ID_797796796114210816,Sirens in Petone now. Hope everyone ok #eqnz,Petone,Pet ##one,0.0,Petone
43945,ID_797796814149648384,RT @keahicory: TSUNAMI SIRENS HAVE JUST GONE OFF IN LOWER HUTT #eqnz,,,1.0, 
43949,ID_797797094182354944,RT @LJMcVicar: Tsunami warning. Stay away from the water. That doesnt mean you can go down to the waterfront because youre a reporter #,,,1.0, 
43950,ID_797797117519462400,Tsunami sirens going off in Lower Hutt #eqnz #earthquake #tsunami #wgtn,,Lower Hu ##tt,2.0,Hutt Lower
43951,ID_797797135303340032,"RT @Jinxletron: Greatest tsunami risk in NZ history. East coast - wrap up warm, and go. 20 metres up, or just head inland. Dont risk it!",NZ,NZ,0.0,NZ
43952,ID_797797185580503040,Tsunami ἰA Ὢ8 sirens still going here in #Christchurch - looking east down Heathcote Valley #eqnz,Heathcote Valley,Christchurch Heath ##cote Valley,0.5,Christchurch Heathcote Valley
43953,ID_797797293600538624,RT @wordsincolour: Tsunami warning Wellington and all of east coast NZ #eqnz move to high ground  - happy to live up,NZ Wellington,Wellington NZ,0.0,NZ Wellington
43954,ID_797797303461388288,UPDATE from NZ herald: tsunami waves in kaikoura and Wellington. Power out in some areas. Road damaged to Cheviot. #eqnz,Wellington kaikoura,NZ ka ##iko ##ura Wellington Ch ##ev ##iot,1.0,Cheviot NZ Wellington kaikoura
43956,ID_797797321958268928,"Tsunami warning, everyone in NZ is running for the hills! #eqnz",NZ,NZ,0.0,NZ
43957,ID_797797331928162304,RT @a4design: Tsunami alarms now going off in Lower Hutt - we thought we’d moved north enough but time to be safer #EQNZ,Lower Hutt,Lower Hu ##tt,1.0,Hutt Lower
43958,ID_797797356024365056,RT @jackyan: Here are the #tsunami evacuation zones for Wellington City to Ngauranga. #eqnz,Ngauranga Wellington,Wellington Ng ##au ##rang ##a,0.0,Ngauranga Wellington
43959,ID_797797482717511680,UPDATE: Some houses in Hamner Springs have been badly damaged following original 7.5 magnitude. #eqnz,Hamner Springs,Ham ##ner Springs,0.0,Hamner Springs
43960,ID_797797543081979904,"RT @JakeSmethurst3: #BREAKING: Civil Defence says tsunami threat is for the east coast of all NZ (inc. Christchurch, Wellington and the Cha",Christchurch NZ Wellington,NZ Christchurch Wellington,0.0,Christchurch NZ Wellington
43961,ID_797797564917522432,RT @nzherald: Reports to damage to bridges on state highways near Blenheim #EQNZ,Blenheim,B ##len ##heim,0.0,Blenheim
43962,ID_797797609926696960,RT @NZcivildefence: This is a local source event - we dont have info about specific locations. The tsunami threat is for the East Coast o,,,1.0, 
43964,ID_797798440151322624,"RT @tory_selflove: For those panicking, clean water in jug/hot water cylinder, east coast: move to high ground > 4m. caution on electric ca",,,1.0, 
43965,ID_797798457859678208,Oxfords evacuated vehicles just doubled! Must be the tsunami siren traffic #eqnz,Oxfords,Oxford ##s,0.0,Oxfords
43967,ID_797798476906045440,RT @keahicory: Lower Hutt evacuation map #tsunami #eqnz #lowerhutt #civildefence,Lower Hutt,Lower Hu ##tt,1.0,Hutt Lower
43968,ID_797798553863135232,tsunami sirens ongoing in the Hutt. everyones evacuating #eqnz,Hutt,##tt,0.0,Hutt
43969,ID_797798587115651072,RT @Independent_ie: Tsunami hits after 7.4 earthquake strikes near Christchurch in New Zealand,Christchurch New Zealand,Christchurch New Zealand,0.0,Christchurch New Zealand
43970,ID_797798611820036096,2 metre high #tsunami has hit Kaikoura #NZ after M7.5 quake - #eqnz,Kaikoura NZ,Kai ##ko ##ura NZ,0.0,Kaikoura NZ
43971,ID_797798635396218880,"RT @Roogisan: Tsunami sirens are sounding in Lower Hutt, get to high ground. #eqnz",Lower Hutt,Lower Hu ##tt,1.0,Hutt Lower
43972,ID_797798652357939200,The following maps show the tsunami evacuation zones for coastal areas of the Wellington region.  #eqnz,Wellington,Wellington,0.0,Wellington
43973,ID_797798688617730048,New Zealand tsunami: Live updates as families warned to flee coast immediately after 7.8-magnitude earthquake,New Zealand,New Zealand,0.0,New Zealand
43976,ID_797798834524954624,RT @mb_inthehutt: Hutt tsunami sirens now going. #eqnz,,,1.0, 
43977,ID_797798868557541376,RT @chesterlampkin: #Wellington quake damage.,Wellington,Wellington,0.0,Wellington
43979,ID_797798948106711040,RT @radionz: Wellington residents in low-lying coastal areas are being urged to evacuate to higher ground immediately. #eqnz,Wellington,Wellington,0.0,Wellington
43980,ID_797798960391782400,RT @nzpost: .@NZcivildefences website has details about evacuation zones if youre unsure. #eqnz ^Libby,,,1.0, 
43984,ID_797799087659569152,RT @03alert: Ὢ8 KAIKOURA - We have reports that The Elms Homestead & Roadhouse on SH1 has completely collapsed. #EQNZ,KAIKOURA,K ##A ##I ##KO ##UR ##A,0.0,KAIKOURA
43985,ID_797799096769605632,Says the community has checked on each other everyone is okay but houses are very damaged. Roads are damaged and trees down. #eqnz,,,1.0, 
43987,ID_797799227220865024,RT @jackyan: Here are the #tsunami evacuation zones for Lyall Bay to Evans Bay. #eqnz,Evans Bay Lyall Bay,L ##yal ##l Bay Evans Bay,0.75,Bay Evans Lyall
43988,ID_797799236100177920,RT @chesterlampkin: #earthquake damage on the South Island,South Island,South Island,1.0,Island South
43989,ID_797799284678610944,"If theres an aftershock and youre inside, drop, cover, hold. If outside, stay clear of damaged buildings in case of debris. #eqnz ^Libby",,,1.0, 
43990,ID_797799288482893824,"RT @NWS_NTWC: Tsunami Info Stmt 4: M7.9 near South Island, New Zealand 0303PST Nov 13: Tsunami NOT expected; CA,OR,WA,BC,and AK #NTWC",AK CA New Zealand OR WA,South Island New Zealand CA OR WA BC AK,0.5,AK BC CA Island New Zealand OR South WA
43992,ID_797799667744448512,Tsunami warning sirens in Lower Hutt #staysafe #eqnz,Lower Hutt,Lower Hu ##tt,1.0,Hutt Lower
43993,ID_797799696953643008,Here are key TSUNAMI evacuation zone maps for #Wellington & #LowerHutt >> all maps for Wellington region available via @WREMOinfo #eqnz,Wellington,Wellington Wellington,0.0,Wellington
43994,ID_797799699306512384,RT @caity_petersonn: Main roads in Christchurch heading from eastern suburbs into town are becoming congested. Traffic still moving but slo,Christchurch,Christchurch,0.0,Christchurch
43995,ID_797800617540358144,RT @RKPriestley: Great to have this specific info: Wellington tsunami evacuation is for red zone (beaches and foreshore) areas only,Wellington,Wellington,0.0,Wellington
43996,ID_797800668388085760,RT @rnz_news: BREAKING NEWS - Tsunami warning issued for all southern coastal areas of New Zealand,New Zealand,New Zealand,0.0,New Zealand
43997,ID_797800677456035840,RT @Aaron_Halliwell: Possible destructive tsunami warning and @TVONENZ keeps playing fucking Emmerdale with a little red banner! #WTF #eqnz,,,1.0, 
43998,ID_797800687023230976,RT @keahicory: Two people have been injured after the Kaikoura Elms Homestead collapsed. #eqnz,Kaikoura,Kai ##ko ##ura,0.0,Kaikoura
43999,ID_797800693671206912,3 hours after the event and I get an emergency text from the council telling me not to worry about the tsunami. #eqnz,,,1.0, 
