,text,location,raw_prediction,prediction,cleaned_text,WER
2958,Almost 5k buy tix for Cape Breton benefit for Fort Mac: The concert in Sydney for the people displaced by wildfire,Cape Breton Fort Mac Sydney,Cape Breton Sydney,Cape Breton Sydney,Almost 5k buy tix for Cape Breton benefit for Fort Mac The concert in Sydney for the people displaced by wildfire,0.4
2959,Link to the high res satellite images of Fort McMurray wildfire damage:,McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray,Link to the high res satellite images of Fort McMurray wildfire damage,1.0
2960,Alberta government releases #FortMcMurray wildfire damage surveillance app,Alberta FortMcMurray,Alberta,Alberta,Alberta government releases FortMcMurray wildfire damage surveillance app,0.5
2961,The #BC Wildfire Service confirms crews are responding to a fire in the Lac Du Bois area off of OConnor Rd. #Kamloops,Kamloops Lac Du Bois OConnor Rd,Du Bois Ka ##m ##loop,Du Bois Kamloops confirms,The BC Wildfire Service confirms crews are responding to a fire in the Lac Du Bois area off of OConnor Rd Kamloops,0.6666666666666666
2962,RT @GlobalEdmonton: WATCH: Clean Harbours on taking in Fort McMurray wildfire evacuees - and helping deliver a baby! #ymmfire #yeg /,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray Harbours,RT WATCH Clean Harbours on taking in Fort McMurray wildfire evacuees   and helping deliver a baby ymmfire yeg  ,0.5
2963,RT @JenniferVayne: @rickybrunson Help support The Fort McMurray Wildfire Victims Today through 5/22 at all St. Louis Five Below stores http,Fort McMurray,Fort M ##c ##M ##ur ##ray St Louis,Fort McMurray St Louis,RT Help support The Fort McMurray Wildfire Victims Today through 5 22 at all St Louis Five Below stores http,1.0
2964,"#TheNewsClub Large wildfire threatens homes near Sanger, Calif. - ABC 30: Large wildfire threatens homes near Sang",Calif.,Sang ##er Cal ##if,Sanger Calif,TheNewsClub Large wildfire threatens homes near Sanger Calif   ABC 30 Large wildfire threatens homes near Sang,2.0
2965,Enter a zip code and visualize houses & infrastructures of #FortMcMurray most damaged areas #Disaster #Wildfire,FortMcMurray,, ,,1.0
2966,State of Local Emergency Declared in the BC Peace @fortstjohn #BCWildfire,BC,BC,BCWildfire,State of Local Emergency Declared in the BC Peace BCWildfire,1.0
2967,RT @HouckisPokise: CRITICAL WILDFIRE ALERT; and a Local State of Emergency for Little Smoky area please RT,Little Smoky,Little S ##moky,Smoky State,RT CRITICAL WILDFIRE ALERT and a Local State of Emergency for Little Smoky area please RT,1.0
2968,RT @iNews880: New wildfire north of Fox Creek leads to evacuation notice for the M.D of Greenview,Fox Creek M.D,Fox Creek Green,Fox Creek Greenview,RT New wildfire north of Fox Creek leads to evacuation notice for the MD of Greenview,0.3333333333333333
2969,Mandatory evacuation notice issued for residents near Fox Creek,Fox Creek,Fox,Fox,Mandatory evacuation notice issued for residents near Fox Creek,0.5
2970,RT @BurlingtonFDN: Ron Joyce has donated $2M to @redcrosscanada Fort McMurray relief,Fort McMurray,Fort M ##c ##M ##ur ##ray,Joyce McMurray,RT Ron Joyce has donated $2M to Fort McMurray relief,0.5
2971,Outofcontrol wildfire forces new evacuation in Alberta,Alberta,, ,,1.0
2972,"RT @StormFXChasing: Local State Of Emergency issued for Little Smoky area, as residence are under mandatory evacuation due to #wildfire. ht",Little Smoky area,S ##moky,Smoky State,RT Local State Of Emergency issued for Little Smoky area as residence are under mandatory evacuation due to wildfire ht,0.6666666666666666
2973,Port Perry comes to the aid of Fort McMurray  by @JonvanBilsen. Uxbridge comes to aid as well,Fort McMurray,Perry Fort M ##c ##M ##ur ##ray,Fort McMurray Perry comes,Port Perry comes to the aid of Fort McMurray by Uxbridge comes to aid as well,1.0
2974,McKee-Pownall Equine Services is donating $1000 to the Alberta SPCA to aid those affected by the wildfire in Fort,Alberta Fort,Alberta,Alberta,McKee Pownall Equine Services is donating $1000 to the Alberta SPCA to aid those affected by the wildfire in Fort,0.5
2975,RT @AHS_NorthZone: Weve updated our FAQ. #AHSstaff affected by the Fort McMurray Wildfires can find answers here:,McMurray Wildfires,Fort M ##c ##M ##ur ##ray,Fort McMurray affected,RT Weve updated our FAQ AHSstaff affected by the Fort McMurray Wildfires can find answers here,1.0
2976,@HunterOlivia We encourage you to make a donation to the Red Cross to help those affected by Fort McMurray wildfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray encourage,We encourage you to make a donation to the Red Cross to help those affected by Fort McMurray wildfire,0.5
2977,Out-of-control wildfire forces new evacuation in the Municipal District of Greenview:,Municipal District of Greenview,of Green ##view,Greenview of,Out of control wildfire forces new evacuation in the Municipal District of Greenview,0.75
2978,"#TheNewsClub Canadian National Railway bridge from Fort McMurray, Alberta. to Edmonton damaged in wildfire - CBC:",Alberta Canadian Edmonton,Fort M ##c ##M ##ur ##ray Alberta Edmonton,Alberta Edmonton Fort McMurray,TheNewsClub Canadian National Railway bridge from Fort McMurray Alberta to Edmonton damaged in wildfire   CBC,1.0
2979,"A great personal story by @kylemuzyka, a Slave Lake evacuee, about the lasting effects of a wildfire and evacuation.",Slave Lake,Slave,Slave,A great personal story by a Slave Lake evacuee about the lasting effects of a wildfire and evacuation,0.5
2980,EMERGENCY ALERT: All Camps North of Fort McMurray up to & including the Ruth Lake Camp are to evacuate #ymm #ymmfire,Fort McMurray Ruth Lake Camp,Fort M ##c ##M ##ur ##ray Ruth Lake Camp,Camps EMERGENCY McMurray Ruth,EMERGENCY ALERT All Camps North of Fort McMurray up to & including the Ruth Lake Camp are to evacuate ymm ymmfire,0.8
2981,RT @workingenergy: Wildfire N of #ymm expanding-Mandatory Evacuation for #ymm extended N. All Camps N of #ymm incl Ruth Lake Camp 1/2,Ruth Lake,Ruth,Ruth,RT Wildfire N of ymm expanding Mandatory Evacuation for ymm extended N All Camps N of ymm incl Ruth Lake Camp 1 2,0.5
2982,Mandatory evacuations at work camps North of Fort McMurray as the wildfire grows,Fort McMurray,Fort M ##c ##M ##ur ##ray,Mandatory McMurray,Mandatory evacuations at work camps North of Fort McMurray as the wildfire grows,0.5
2983,RT @RMWoodBuffalo: All camps north of Fort McMurray up to and incl Ruth Lake are being evacuated. #ymm #ymmfire,Fort McMurray Ruth Lake,Fort M ##c ##M ##ur ##ray Ruth Lake,Fort McMurray Ruth Lake camps,RT All camps north of Fort McMurray up to and incl Ruth Lake are being evacuated ymm ymmfire,0.25
2984,RT @davidcommon: New mandatory evacuation order for oil camps north of Fort McMurray as wildfire moves in,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray evacuation,RT New mandatory evacuation order for oil camps north of Fort McMurray as wildfire moves in,0.5
2985,Heres our #CBC story on evacuations north of Fort McMurray. #fortmacfire #ymmfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray evacuations,Heres our CBC story on evacuations north of Fort McMurray fortmacfire ymmfire,0.5
2986,Latest from #FortMac this hour: camps north of city being evacuated. #ymmfire,FortMac,, ,,1.0
2987,RMWB update: A dozen workcamps north of Fort McMurray being evacuated because of fire conditions. #ymm #ymmfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,McMurray RMWB,RMWB update A dozen workcamps north of Fort McMurray being evacuated because of fire conditions ymm ymmfire,1.0
2988,"#Ymmfire heading up Tower Road. Moving away from Fort McMurray, but prompting camps to be evacuated for smoke. #ymm",Fort McMurray,Fort M ##c ##M ##ur ##ray,McMurray,Ymmfire heading up Tower Road Moving away from Fort McMurray but prompting camps to be evacuated for smoke ymm,0.5
2989,"Growing wildfire forces evacuation of Fort McMurray oilfield camps: Oilsands camps north of Fort McMurray, which",Fort McMurray,Fort M ##c ##M ##ur ##ray Fort M ##c ##M ##ur ##ray,Fort McMurray evacuation,Growing wildfire forces evacuation of Fort McMurray oilfield camps Oilsands camps north of Fort McMurray which,0.5
2990,RT @ctvedmonton: Certain camps north of Fort McMurray evacuated as wildfire grows:  #yeg #ymmfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray camps,RT Certain camps north of Fort McMurray evacuated as wildfire grows yeg ymmfire,0.5
2991,Wildfire north of #YMM growing. Mandatory evacuation for #YMM expanding north. All camps north of #YMM to evacuate up to & incl Ruth Lake,Ruth Lake,Ruth,Ruth,Wildfire north of YMM growing Mandatory evacuation for YMM expanding north All camps north of YMM to evacuate up to & incl Ruth Lake,0.5
2992,RT @HouckisPokise: CRITICAL WILDFIRE ALERT; All camps North of Fort McMurray must evacuate immediately #ymmfire #abfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray camps,RT CRITICAL WILDFIRE ALERT All camps North of Fort McMurray must evacuate immediately ymmfire abfire,0.5
2993,"RT @YourAlberta: All camps north of #ymm, up to and including Ruth Lake Camp, & all camps that use Aostra Rd are to evacuate #ymmfire",Ruth Lake Camp,Ruth Lake Camp,Camp Ruth Lake,RT All camps north of ymm up to and including Ruth Lake Camp & all camps that use Aostra Rd are to evacuate ymmfire,0.6666666666666666
2994,RT @MikeHudema: BREAKING: Growing wildfire forces evacuation of Fort McMurray oilfield camps. Read:  #ymmfire :,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray evacuation,RT BREAKING Growing wildfire forces evacuation of Fort McMurray oilfield camps Read ymmfire ,0.5
2995,Work camps north of Fort McMurray ordered to evacuate due to growing wildfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray camps,Work camps north of Fort McMurray ordered to evacuate due to growing wildfire,0.5
2996,"RT @LeslieMaggie: In spite of repeated warnings about Boreal forest fires, government wants to expand tarsands production. #cdnpoli",Boreal,, ,,1.0
2997,"Fort McMurray Update: Alberta fire officials say Fort McMurray, Alberta, wildfire is up to 20 km (12 miles) south",Alberta,Fort M ##c ##M ##ur ##ray Alberta Fort M ##c ##M ##ur ##ray Alberta,Alberta Fort McMurray,Fort McMurray Update Alberta fire officials say Fort McMurray Alberta wildfire is up to 20 km 12 miles south,2.0
2998,RT @ctvwinnipeg: Manitoba Urban Search and Rescue returns from front lines of Alberta wildfire: Manitobas Urban Search and Re,Alberta Manitoba Manitobas,Manitoba Alberta Manitoba ##s,Manitoba Manitobas,RT Manitoba Urban Search and Rescue returns from front lines of Alberta wildfire Manitobas Urban Search and Re,0.3333333333333333
2999,BBC News - Canada wildfire: Oil workers evacuate camps near Fort McMurray  #FortMcMurray #ymm #ymmfire #FortMacFire,Canada Fort McMurray FortMcMurray,Canada Fort M ##c ##M ##ur ##ray ##M ##c ##M ##ur ##ray,Canada Fort McMurray FortMcMurray evacuate,BBC News   Canada wildfire Oil workers evacuate camps near Fort McMurray FortMcMurray ymm ymmfire FortMacFire,0.25
3000,"Workers Evacuated From Alberta Oil Camps Due to Wildfire: Some 8,000 workers at oil camps north of the fire-ravaged Canadian city of",Alberta Canadian city,Alberta Canadian,Alberta Canadian,Workers Evacuated From Alberta Oil Camps Due to Wildfire Some 8000 workers at oil camps north of the fire ravaged Canadian city of,0.3333333333333333
3001,RT @WSJ: Canada wildfire prompts new evacuation of oil-sands workers in northern Alberta,Alberta Canada,Canada,Canada,RT Canada wildfire prompts new evacuation of oil sands workers in northern Alberta,0.5
3002,RT @Alberta411: Growing wildfire forces evacuation of Fort McMurray oilsands camps A mandatory evacuation order was issued for N .,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray evacuation,RT Growing wildfire forces evacuation of Fort McMurray oilsands camps A mandatory evacuation order was issued for N ,0.5
3003,RT @ChrisVarcoe: Varcoe: Evacuees & hotelier keep Fort McMurray hotel open for emergency workers in midst of wildfire.,Fort McMurray,Fort M ##c ##M ##ur ##ray,Evacuees Fort McMurray,RT Varcoe Evacuees & hotelier keep Fort McMurray hotel open for emergency workers in midst of wildfire,0.5
3004,Via @bbcweather - #Canada #wildfire: #Oil workers urged to leave #FortMcMurray camps -  #Alberta #Suncor #Syncrude,Alberta Canada FortMcMurray,Canada Alberta,Alberta Canada,Via   Canada wildfire Oil workers urged to leave FortMcMurray camps   Alberta Suncor Syncrude,0.3333333333333333
3005,Local animal disaster team to provide wildfire relief in Fort St. John,Fort St. John,Fort St .,Fort St,Local animal disaster team to provide wildfire relief in Fort St John,0.6666666666666666
3006,RT @SHINeeCanada: [PLZ SHARE] SWC 8th ANNI Project - Donation to Wildfire in Alberta under SHINees Name to Red Cross and Edmonton,Alberta Edmonton,Alberta,Alberta,RT PLZ SHARE SWC 8th ANNI Project   Donation to Wildfire in Alberta under SHINees Name to Red Cross and Edmonton,0.5
3007,"RT @GlobalCalgary: Wood Buffalo officials say precautionary evacuation of work camps because of wildfire now impacting 8,000 people",Wood Buffalo,Buffalo,Buffalo,RT Wood Buffalo officials say precautionary evacuation of work camps because of wildfire now impacting 8000 people,0.5
3008,Explosion now confirmed at a home in Fort McMurray. 7 homes damaged. #ymmfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray confirmed,Explosion now confirmed at a home in Fort McMurray 7 homes damaged ymmfire,0.5
3009,A ban on open fires has been expanded in Saskatchewan including area north of Churchill River. #sask #yxe #wildfire,Churchill River Saskatchewan,Saskatchewan Churchill,Churchill Saskatchewan,A ban on open fires has been expanded in Saskatchewan including area north of Churchill River sask yxe wildfire,0.3333333333333333
3010,"Notley: Wildfire risk continues for camps north of Fort McMurray, some areas have experienced damage. #ymm #ymmfire",Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray continues,Notley Wildfire risk continues for camps north of Fort McMurray some areas have experienced damage ymm ymmfire,0.5
3011,Growing wildfire forces evacuation of Fort McMurray oilsands camps. Hoping our colleagues are in a safe haven.,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray evacuation,Growing wildfire forces evacuation of Fort McMurray oilsands camps Hoping our colleagues are in a safe haven,0.5
3012,"Fort McMurray wildfire: Several homes damaged in explosion in Dickinsfield, fire in Thickwood:",Dickinsfield,Fort M ##c ##M ##ur ##ray Dick ##field,Dickinsfield Fort McMurray,Fort McMurray wildfire Several homes damaged in explosion in Dickinsfield fire in Thickwood,2.0
3013,"RT @PensJG: The @pensfoundation will donate $25,000 to @redcrosscanada in support of all those affected by a massive wildfire in Ft. McMurr",Ft. McMurr,F . M ##c ##M ##ur,Ft McMurr affected,RT The will donate $25000 to in support of all those affected by a massive wildfire in Ft McMurr,1.0
3014,"RMWB: Dickinsfield explosion came from Clenell Crescent home, not McConachie. 7 Dickins Dr. homes damaged. #ymmfire",Clenell Crescent home Dickinsfield,Dick C ##lene ##ll Crescent home,Clenell Crescent Dickinsfield homes,RMWB Dickinsfield explosion came from Clenell Crescent home not McConachie 7 Dickins Dr homes damaged ymmfire,0.5
3015,"RT @aldunez: ALBERTA WILDFIRES | SOLIDARITY: ATTAWAPISKAT > Attawapiskat donates $5,000 to wildfire relief |",ALBERTA,AL ##BE ##RT ##A AT ##TA ##WA ##PI ##S ##KA,ALBERTA RT SOLIDARITY ATTAWAPISKAT,RT ALBERTA WILDFIRES | SOLIDARITY ATTAWAPISKAT > Attawapiskat donates $5000 to wildfire relief |,3.0
3016,"#Attawapiskat First Nation makes $5,000 donation to wildfire relief: Red Cross  #ymmfire",Attawapiskat,, ,,1.0
3017,#Attawapiskat makes $5K donation to Alta. wildfire relief: Red Cross  #fortmcmurray #firstnation,Attawapiskat,, ,,1.0
3018,RT @i_newsnow: #Attawapiskat Donates To #FortMcMurray Fire Victims #news #FortMacFire #ymmfire,Attawapiskat FortMcMurray,At ##ta ##pis,Attawapiskat,RT Attawapiskat Donates To FortMcMurray Fire Victims news FortMacFire ymmfire,0.5
3019,Nice article @ScottieUpshall Fort McMurray native Upshall reflects on the damage to his hometown in @PlayersTribune,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray article,Nice article Fort McMurray native Upshall reflects on the damage to his hometown in,0.5
3020,Wildfire now 4x size of New York City: The mammoth inferno devastating northern Alberta has now destroyed mor,Alberta New York City,New York City Alberta,Alberta City New York,Wildfire now 4x size of New York City The mammoth inferno devastating northern Alberta has now destroyed mor,0.5
3021,655-unit oilsands work camp near Fort McMurray destroyed by wildfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray camp,655 unit oilsands work camp near Fort McMurray destroyed by wildfire,0.5
3022,Attawapiskat makes $5K donation to wildfire relief:  Also seen Syrian refugees contributing. POC are the best.,Syrian,, ,,1.0
3023,"Canadians Affected by Wildfire Could Return Home Soon - Some of the 80,000 people forced to flee Fort McMurray",Fort McMurray,Fort M ##c ##M ##ur ##ray,Affected Fort McMurray,Canadians Affected by Wildfire Could Return Home Soon   Some of the 80000 people forced to flee Fort McMurray,0.5
3024,#NorthernAlbertaWildfires 355000 hectare of Northern Boreal Forest has been destroyed by the wildfire that destroyed Ft. Macmurray,Ft. Macmurray,F . Mac ##mu ##y,Forest Macmurray destroyed,NorthernAlbertaWildfires 355000 hectare of Northern Boreal Forest has been destroyed by the wildfire that destroyed Ft Macmurray,1.0
3025,"Attawapiskat donates $5,000 to Fort McMurray fire victims  via @huffpostalberta",Attawapiskat Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray,Attawapiskat donates $5000 to Fort McMurray fire victims via,0.3333333333333333
3026,Everything You Need” ALBERTA WILDFIRES FUNDRAISER SONG To help raise funds for the wildfire,ALBERTA,AL ##BE ##RT ##A,ALBERTA FUNDRAISER,Everything You Need” ALBERTA WILDFIRES FUNDRAISER SONG To help raise funds for the wildfire,1.0
3027,RT @BlackburnSarnia: A Petrolia man is spearheading a gift card drive for displaced Fort McMurray families staying in Sarnia-Lambton.,Fort McMurray Sarnia,Fort M ##c ##M ##ur ##ray Sa ##rn ##ia Lamb ##ton,Fort Lambton McMurray Petrolia Sarnia displaced,RT A Petrolia man is spearheading a gift card drive for displaced Fort McMurray families staying in Sarnia Lambton,1.0
3028,RT @DreamstormPoet: Dancers raise funds for families affected by #FortMcMurray #wildfire @PortTheatre #Nanaimo  htt,FortMcMurray,Fort Nana ##imo,FortMcMurray Nanaimo,RT Dancers raise funds for families affected by FortMcMurray wildfire Nanaimo htt,1.0
3029,"Slave Lake Wildfire Update (May 19, 2016) As of 4:00pm today, the fire ban and OHV restriction",Slave Lake,Slave,Slave,Slave Lake Wildfire Update May 19 2016 As of 400pm today the fire ban and OHV restriction,0.5
3030,"Incredible, Attawapiskat makes $5,000 donation to Fort McMurray wildfire relief | @GlobeandMail  #ymm",Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort Incredible McMurray,Incredible Attawapiskat makes $5000 donation to Fort McMurray wildfire relief | ymm,0.5
3031,Ice hockey match raises funds for the victims of wildfire in Canada,Canada,, ,,1.0
3032,Fort McMurray Fire: Alberta To Bring In Extra Firefighters: EDMONTON — A massive wildfire that destroyed part,Alberta,Fort M ##c ##M ##ur ##ray Alberta,Alberta Fort McMurray,Fort McMurray Fire Alberta To Bring In Extra Firefighters EDMONTON — A massive wildfire that destroyed part,2.0
3033,"RT @samarzii: Crisis-stricken #Attawapiskat donates $5,000 to #FortMcMurray fire victims  #cdnpoli",Attawapiskat,, ,,1.0
3034,"Pacesetter Employees Raise Funds for Fort McMurray Wildfire Relief  CALGARY, Alberta--(BUSINESS WIRE)--Pacesetter D",CALGARY McMurray Wildfire Relief,Fort M ##c ##M ##ur ##ray CA ##L ##GA ##R ##Y Alberta,CALGARY Alberta Fort McMurray Pacesetter,Pacesetter Employees Raise Funds for Fort McMurray Wildfire Relief CALGARY Alberta  BUSINESS WIRE  Pacesetter D,1.0
3035,Some evacuation orders over Fort McMurray wildfire lifted in work camps #ymmfire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray evacuation,Some evacuation orders over Fort McMurray wildfire lifted in work camps ymmfire,0.5
3036,#SaintJohn concert to benefit victims of the Fort McMurray wildfire  #ymmfire,Fort McMurray,Saint ##J Fort M ##c ##M ##ur ##ray,Fort McMurray SaintJohn concert,SaintJohn concert to benefit victims of the Fort McMurray wildfire ymmfire,1.0
3037,RT @newswatchcanada: Fawcett: 43 tails and a happy ending: #FortMcMurray dogsledder saved team from wildfire  http,FortMcMurray,, ,,1.0
3038,RT @DogNextDoorTO: PAY WHAT YOU CAN NAIL TRIMS All funds raised go to #FortMcMurray #wildfire rescue efforts Suggested donation amount $5 f,FortMcMurray,, ,,1.0
3039,@crudereporter Check out how a Waterloo based #tech company is helping assess wildfire damage in Fort McMurray.,Fort McMurray Waterloo,Waterloo Fort M ##c ##M ##ur ##ray,Fort McMurray Waterloo company,Check out how a Waterloo based tech company is helping assess wildfire damage in Fort McMurray,0.3333333333333333
3040,Community coalition in aid of Albert wildfire was built for fundraising event.,Albert,, ,,1.0
3041,"@nytimes absolutely! Should def also have wildfire evacuation sirens in light of Slave lake, and more recently, Ft. McMurray fires #ymmfire",Ft. McMurray Slave lake,Slave F . M ##c ##M ##ur ##ray,Ft McMurray Slave evacuation,absolutely Should def also have wildfire evacuation sirens in light of Slave lake and more recently Ft McMurray fires ymmfire,0.5
3042,Wildfire-sparked evacuation orders lifted at more Canadian work camps: CALGARY/TORONTO (Reuters) - Authorities in Canada lifted evacu,CALGARY Canada TORONTO,CA ##L ##GA ##R ##Y TO ##RO ##NT ##O Canada,CALGARY TORONTO Canada,Wildfire sparked evacuation orders lifted at more Canadian work camps CALGARY TORONTO Reuters   Authorities in Canada lifted evacu,0.6666666666666666
3043,#Schools4FortMac NB students raise money for Fort McMurray wildfire victims,Fort McMurray,Fort M ##c ##M ##ur ##ray,McMurray Schools4FortMac,Schools4FortMac NB students raise money for Fort McMurray wildfire victims,1.0
3044,RT @PaceDrilling: Pacesetter Employees Raise Funds for Fort McMurray Wildfire Relief | Business Wire,Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray Pacesetter,RT Pacesetter Employees Raise Funds for Fort McMurray Wildfire Relief | Business Wire,0.5
3045,"council gives final approval to $50,000 donation to Canadian Red Cross in support of those affected by wildfire in Fort McMurray..",Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray.. affected,council gives final approval to $50000 donation to Canadian Red Cross in support of those affected by wildfire in Fort McMurray..,1.0
3046,Slave Lake Wildfire Update (8:40pm May 24) Wildfire Hazard for the Slave Lake Forest Area For,Slave Lake,Slave Slave,Slave,Slave Lake Wildfire Update 840pm May 24 Wildfire Hazard for the Slave Lake Forest Area For,0.5
3047,Accessing health care can be frustrating for Fort McMurray evacuees without ID: Fort McMurray wildfire evacuees,Fort McMurray,Fort M ##c ##M ##ur ##ray Fort M ##c ##M ##ur ##ray,Accessing Fort McMurray,Accessing health care can be frustrating for Fort McMurray evacuees without ID Fort McMurray wildfire evacuees,0.5
3048,RT @CFJC_Today: #Kamloops man delivers donations to Fort McMurray wildfire evacuees | WATCH:  #FortMacFire,Fort McMurray Kamloops,Ka ##m ##loop ##s Fort M ##c ##M ##ur ##ray,Fort McMurray Kamloops donations,RT Kamloops man delivers donations to Fort McMurray wildfire evacuees | WATCH FortMacFire,0.3333333333333333
3049,"RT @PowellsNL: You donated $6500 for Fort Mac Wildfire Relief! We matched for a grand total of $13,000!!! .@canredcrossnl #ThankYou",Fort Mac Wildfire,Mac Wild,Mac Wildfire,RT You donated $6500 for Fort Mac Wildfire Relief We matched for a grand total of $13000 ThankYou,0.3333333333333333
3050,". @Nickelback, @BlueRodeo headline Fire Aid concert for Fort McMurray wildfire victims",Fort McMurray,Fort M ##c ##M ##ur ##ray,Fort McMurray concert, headline Fire Aid concert for Fort McMurray wildfire victims,0.5
3051,RT @604Now: 200 #BC firefighters head over to #FortMcMurray to assist in wildfire,FortMcMurray,, ,,1.0
3052,Powerful earthquake in #Italy kills at least 73 #ItalyEarthquake #Amatrice #ItalyQuake #,Italy,Italy Am ##at ##rice,ItalyEarthquake Amatrice,Powerful earthquake in Italy kills at least 73 ItalyEarthquake Amatrice ItalyQuake ,2.0
3053,"RT @kathyireland: Italy earthquake: at least 73 killed in mountain villages – live  Please, #PrayForItaly",Italy,Italy,PrayForItaly,RT Italy earthquake at least 73 killed in mountain villages – live Please PrayForItaly,1.0
3054,"RT @Farshidraminfar: At least 73 killed in mountain villages of #Italy , #PrayForItaly #ItalyEarthquake is devastating.",Italy,Italy,ItalyEarthquake,RT At least 73 killed in mountain villages of Italy  PrayForItaly ItalyEarthquake is devastating,1.0
3055,RT @Global_Montreal: Live Coverage: Powerful earthquake in Italy kills at least 73 #ItalyEarthquake,Italy,Montreal Italy,ItalyEarthquake,RT Live Coverage Powerful earthquake in Italy kills at least 73 ItalyEarthquake,1.0
3056,"RT @inesanma: Vatican: As a sign of closeness to the victims of the #ItalyEarthquake, Pope Francis sent six of the Vatican firemen to help",Vatican,, ,,1.0
3057,"RT @Bellisario85s: You can help Italy by donating 2€ with this text, just like I did. Please spread the word ὤFἿC #PrayForItaly",Italy,Italy,PrayForItaly,RT You can help Italy by donating 2€ with this text just like I did Please spread the word ὤFἿC PrayForItaly,1.0
3058,"RT @ABC7News: #ItalyEarthquake update: Per @ABC, at least 73 people are dead following the earthquake that struck Central Italy.",Italy,Italy,ItalyEarthquake,RT ItalyEarthquake update Per at least 73 people are dead following the earthquake that struck Central Italy,1.0
3059,RT @OutlanderOnline: Heres the link for the Italian Red Cross to donate:  #terremoto #ItalyEarthquake,Italian,, ,,1.0
3060,"73 people death in Italy cuz of the #earthquake ..53 in Lazio, and 23 in The Marche..we hope the number doesnt grow. #PrayForItaly",Lazio The Marche,Italy La ##zio The March ##e,Italy Lazio The earthquake,73 people death in Italy cuz of the earthquake ..53 in Lazio and 23 in The Marche..we hope the number doesnt grow PrayForItaly,0.6666666666666666
3061,"RT @CNN: Over 1,000 people have been displaced because of the #ItalyEarthquake, Italy’s Civil Protection Agency says ",Italy,Italy,ItalyEarthquake,RT Over 1000 people have been displaced because of the ItalyEarthquake Italy Civil Protection Agency says,1.0
3062,RT @VOANews: Extensive damage in Italian hilltop town of Pescara del Tronto after 6.2 #ItalyEarthquake,Pescara del Tronto,P ##es ##car ##a del T ##ron ##to,Italian Pescara Tronto hilltop,RT Extensive damage in Italian hilltop town of Pescara del Tronto after 62 ItalyEarthquake,1.0
3063,3/4 of town of Amatrice destroyed in 6.2 magnitude #ItalyEarthquake. Aftershock felt as far as Rome.,Rome,Am ##at ##rice Rome,Amatrice Rome,3 4 of town of Amatrice destroyed in 62 magnitude ItalyEarthquake Aftershock felt as far as Rome,1.0
3064,Dead toll of Italys earthquake rises 120 victims Vittime terremoto 120 #ItalyEarthquake #PrayForItaly,Italys,Italy ##s,Italys victims,Dead toll of Italys earthquake rises 120 victims Vittime terremoto 120 ItalyEarthquake PrayForItaly,1.0
3065,"Can you help Italy? Please, send a message to 45500. #ItalyEarthquake #PrayForItaly",Italy,Italy,ItalyEarthquake,Can you help Italy Please send a message to 45500 ItalyEarthquake PrayForItaly,1.0
3066,RT @RosieChloe: Donate to the Italian Red Cross easily via paypal here to help those affected by #ItalyEarthquake #TerremotoItalia:,Italian,, ,,1.0
3067,@GraysonDolan @EthanDolan please Italy needs lot of help: tell people to donate 2€ by texting or calling 45500 thanks #PrayForItaly,Italy,Italy,PrayForItaly,please Italy needs lot of help tell people to donate 2€ by texting or calling 45500 thanks PrayForItaly,1.0
3068,"RT @ApuestoEstilo_: #ItalyEarthquake help me my brother and my mom dont call me, They went on vacation to #Perugia #italy I NEED HELPὤFἿF htt",Perugia italy,Peru ##gia it ##aly,ItalyEarthquake Perugia,RT ItalyEarthquake help me my brother and my mom dont call me They went on vacation to Perugia italy I NEED HELPὤFἿF htt,1.0
3069,Please donate 2€ for Italy sending a text at this number -----> 45500 #PrayForItaly #ItalyEarthquake #terremoto,Italy,Italy,ItalyEarthquake,Please donate 2€ for Italy sending a text at this number      > 45500 PrayForItaly ItalyEarthquake terremoto,1.0
