words,labels
RT TheRickyDavila Frida a rescue dog is helping to find survivors after Mexicos earthquake In her career shes found 52 people ht,O O O O O O O O O O O O U-COUNTRY O O O O O O O O O
Children need to play We re providing fun and games on the streets of Mexico City for kids made homeless by the earthquake,O O O O O O O O O O O O O O U-CITY U-CITY O O O O O O O
monsta x donating the money from their concert to help mexico recover from the earthquake just goes under the list of reasons to love them,O O O O O O O O O O U-COUNTRY O O O O O O O O O O O O O O
RT maloosak77 Another Earthquake hit Mexico City today has killed at least 225 ppl ὢ2Ὁ4ὤF 2 D,O O O O O U-CITY U-CITY O O O O O O O O O O
RT nowthisnews This rescue dog is working hard to find survivors of Mexicos deadly earthquake,O O O O O O O O O O O O U-COUNTRY O O
RT vanevillela My friends and I are holding a donation drive to benefit survivors of the Earthquake in Mexico,O O O O O O O O O O O O O O O O O O U-COUNTRY
RT Telegraph Dam bursts in Puerto Rico sparking evacuations of towns at risk of flooding HurricaneMaria,O O O O O U-ISLAND U-ISLAND O O O O O O O O O
RT AP BREAKING Death toll from this weeks central Mexico earthquake tops 300,O O O O O O O O O U-COUNTRY O O O
Careful where you donate Topos is a free organization My family and friends took matters in their own hands to help MexicoEarthquake,O O O O O O O O O O O O O O O O O O O O O O
RT DavidPapp The Mexico City Earthquake Is a Warning for Americans,O O O U-CITY U-CITY O O O O O O
RT DiegoTovarXXX Come say hi to Richs San Diego ὊF of the tips will go to those affected by the earthquake in Mexico,O O O O O O O U-CITY U-CITY O O O O O O O O O O O O O U-COUNTRY
Carolina coast should monitor Marias progress as Tropical Storm or Hurricane Watches may be needed for part of this area on Sun FCNStorm,U-STATE O O O O O O O O O O O O O O O O O O O O O O
HURRICANE MARIA SITUATION REPORT 2 15 confirmed dead 16 persons missing,O O O O O O O O O O O
Click here to support Mexico Earthquake Rescue Relief Fundraiser,O O O O U-COUNTRY O O O O
Hurricane Maria Aftermath Damage in Yabucoa PR 9 22 2017 via YouTube,O O O O O U-CITY O O O O O O
RT Oxfam MexicoEarthquake Weve sent teams to worst hit areas We need your help AyudaMexico,O O O O O O O O O O O O O O O
At 1st sight a homeless family on the streets In the background a group of people donating goods for the earthquake victims in Mexico,O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY
Death toll human crisis grows after Puerto Rico Hurricane,O O O O O O U-ISLAND U-ISLAND O
RT 3shawn11 Shawn Mendes is CrowdRising for Mexico Earthquake Relief via CrowdRise,O O O O O O O U-COUNTRY O O O O
ShawnMendes SalmaHayek Mark Zuckerberg and more celebrities donate to Mexico City Earthquake relief efforts,O O O O O O O O O U-CITY U-CITY O O O
IDF Search and Rescue Team Departs for Mexico after Deadly Earthquake United with Israel,O O O O O O O U-COUNTRY O O O O O U-COUNTRY
RT APEntertainment HELPING HAND ShawnMendes donates 100k to Mexican earthquake relief was in Mexico City when it hit,O O O O O O O O O O O O O U-CITY O O O O
Frida the dog that uses sense of smell to locate Mexico s earthquake survivors,O O O O O O O O O O U-COUNTRY O O O
Dear ClareMunn mgyllenhaal AntonioDrumsX please spread the word Friends abroad can trust their help for Mexico is in good hands Donate,O O O O O O O O O O O O O O O U-COUNTRY O O O O O
Flower vendor Alonso Mancilla volunteered to rescue workers at the Chimalpopoca textile factory facesofsolidarity earthquake mexico,O O O O O O O O O O B-HUMAN-MADE B-HUMAN-MADE L-HUMAN-MADE O O U-COUNTRY
RT MikeElChingon BREAKING Death toll from Mexico earthquake is over 300 ὡ3ὤFἿC 2 D,O O O O O O U-COUNTRY O O O O O O O
Mexico City was hit by yet another 6 1 earthquake Luckily I didnt feel it I believe I did feel a wimpy 5 aftershock yesterday temblor,U-CITY U-CITY O O O O O O O O O O O O O O O O O O O O O O O O
RT DJUnit27 Amazon now takes donations to the Red Cross for Mexico Earthquake Relief using Amazon Pay,O O O O O O O O O O O U-COUNTRY O O O O O
AROUND THE CLOCK effort USAID USAR teams work 24 hr shift w Mexican intl teams 2 search collapsed bldg for MexicoEarthquake survivors,O O O O O O O O O O O O O O O O O O O O O O
I liked a YouTube video Mexico hit by another deadly earthquake,O O O O O U-COUNTRY O O O O O
At least 60 buildings collapsed or were significantly damaged from the earthquake in Mexico City,O O O O O O O O O O O O O U-CITY U-CITY
RT TwitterMoments An earthquake centered in Oaxaca Mexico brought damage to the state and was felt as far as Mexico City,O O O O O O U-STATE U-CITY O O O O O O O O O O O U-CITY U-CITY
could you help us with transportation to get to the most affected communities from the earthquake in Mexico Verificado19S SismoPuebla,O O O O O O O O O O O O O O O O O U-COUNTRY O O
The death toll in Puerto Rico continues to climb after Hurricane Maria,O O O O U-ISLAND U-ISLAND O O O O O O
Here s how you can help victims of the Mexico earthquake Visit and follow these simple steps FuerzaMéxico,O O O O O O O O O U-COUNTRY O O O O O O O O
VIDEO UC Berkeley students help Mexico earthquake victims vía kron4news,O O O O O U-COUNTRY O O O O
Mexico struck AGAIN 6 1 earthquake rocks country days after disaster killed nearly 300,U-COUNTRY O O O O O O O O O O O O O
RT sxeishorty 9 2Crowd source mapping efforts for reporting damage following Hurricane Maria on Dominica DominicaPostMaria,O O O O O O O O O O O O O O U-COUNTRY O
46 people still missing at the site of one collapsed building in Mexico City MexicoEarthquake,O O O O O O O O O O O O U-CITY U-CITY O
RT JohnHenryStyle Retweet if you think Amazon should help Puerto Rico w free shipping HurricaneMaria,O O O O O O O O O U-ISLAND U-ISLAND O O O O
Corrupt governor gracoramirez of Morelos is stealing donations for victims of mexicoearthquake Please spread the voice This is so low,O O O O U-STATE O O O O O O O O O O O O O O O
RT worldvisioncan WorldVisionMx is working to assess damage aid in rescue efforts build quick relief projects MexicoEarthquake http,O O O O O O O O O O O O O O O O O O
RT diegoluna_ Gracias Remezcla Gael Garcia Bernal and Diego Luna Start Earthquake Relief Fund,O O O O O O O O O O O O O O
A dog is pulled from the rubble in Mexico City hours after a deadly earthquake hit the 7 1magnitude quake has left at least 225 ppl deadὤFὉ4,O O O O O O O O U-CITY U-CITY O O O O O O O O O O O O O O O O O
RT KFOX14 The death toll is now up to 305 people after this weeks 7 1 magnitude earthquake in Central Mexico,O O O O O O O O O O O O O O O O O O O O U-COUNTRY
RT RealZapoteca A Dog Named Frida Is on a Mission to Find Survivors of Mexico s Deadly Earthquake,O O O O O O O O O O O O O O U-COUNTRY O O O
Frida The Hero Dog Saved 52 People In Mexico Earthquake via 9gag,O O O O O O O O U-COUNTRY O O O
ClimateChange WakeUpCall Another earthquake in Mexico This time 6 2 spreads alarm rescue efforts suspended,O O O O O U-COUNTRY O O O O O O O O O
The priest of the Holy Spirit Chapel in Dominica shows us some of the horrible damage Hurricane Maria did to the island nation,O O O O O O O O U-COUNTRY O O O O O O O O O O O O O O
RT SkyNewsAust BREAKING A 6 2 magnitude aftershock has hit Mexico City after a 7 1 earthquake killed more than 290 people four days ago,O O O O O O O O O O U-CITY O O O O O O O O O O O O O O
WATCH Puerto Rico reeling from Hurricane Maria powerful winds and flooding cause extensive damage,O U-ISLAND U-ISLAND O O O O O O O O O O O
RT MattJCutshall Anyone else able to help the victims of the earthquake in Mexico you can donate here,O O O O O O O O O O O O O U-COUNTRY O O O O
Another Earthquake Rattles Mexico,O O O U-COUNTRY
RT FeministaJones Ways to help Mexicans post Earthquake from a woman in Mexico City,O O O O O O O O O O O O U-CITY U-CITY
Live Updates Yet Another Earthquake Hits Mexico On Saturday Morning,O O O O O O U-COUNTRY O O O
RT latimes An entire block of homes destroyed by the earthquake in Mexico,O O O O O O O O O O O O U-COUNTRY
LA county fire urban search and rescue team on the ground in Mexico City They are helping in the rescue efforts earthquake LACo_FD,U-COUNTY O O O O O O O O O O O U-CITY U-CITY O O O O O O O O O
Four days after the deadly earthquake in Mexico rescue workers continue to search for life in,O O O O O O O U-COUNTRY O O O O O O O O
RT Circa At least 10 people have died from Hurricane Maria in Puerto Rico,O O O O O O O O O O O O U-ISLAND U-ISLAND
You can be the difference help with your donation just choose the Mexico Earthquake option FuerzaMexico Sismo,O O O O O O O O O O O O U-COUNTRY O O O O
Omar Rodríguez Graham went out to help as fast as he could on Tuesday right after the quake facesofsolidarity earthquake mexico,O O O O O O O O O O O O O O O O O O O O U-COUNTRY
Anxious family members look on as rescue crews continue looking for survivors after Tuesdays deadly Mexicoearthquake,O O O O O O O O O O O O O O O O
RT CavaliersViews ClevelandCavaliers ALLinCLE AllforOne Hurricane Marias death toll crisis grow in Puerto Rico,O O O O O O O O O O O O U-ISLAND U-ISLAND
Cellphone video shows dramatic rescue of woman trapped under debris for more than 24 hours after Mexico earthquake,O O O O O O O O O O O O O O O O U-COUNTRY O
RT CityWitch718 Donation drive in NYC for hurricane relief in Puerto Rico via ABC7NY NYC PuertoRico Hurricane,O O O O O O O O O O U-ISLAND U-ISLAND O O O U-ISLAND O
RT juanpaullier The flag on top of the collapsed building 2 DὉA MexicoEarthquake,O O O O O O O O O O O O O
RT DavidPapp Mexico Struggles to Find the Missing as Death Toll From Earthquake Rises to 273,O O U-COUNTRY O O O O O O O O O O O O O
BeckieJBrown A lot of people in my city is in psychology distress because of the awful earthquake help me help them please share,O O O O O O O O O O O O O O O O O O O O O O O
If youre still looking for a reason to stan Monsta X just know that they donated the profits from their concert to Mexico earthquake relief,O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY O O
Frida who has saved over 50 lives in various natural disasters has been deployed to help with the earthquake rescue efforts in Mexico,O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY
RT giantsfan57 Thank you Ayesha and Steph Curry for supporting UNICEFs efforts,O O O O O O O O O O O O
jljaries42 BeckieJBrown Hi Jeff would you mind helping me share information for donations to Mexico An earthquake destroyed our cities,O O O O O O O O O O O O O O U-COUNTRY O O O O O
tealdiamonds23 BeckieJBrown Hi Renée my country is in pain an earthquake destroyed cities please help me share this campaign for donations,O O O O O O O O O O O O O O O O O O O O O
And folks who helped out with HurricaneHarvey hurricaneirma hurricanemaria and on and on it goes So many regular Americans to celebrate,O O O O O O O O O O O O O O O O O O O O O
Grateful to Kelvin and his colleagues at the 148FW Amazing resource person to help mnredcross respond to HurricaneMaria,O O O O O O O O O O O O O O O O O O
RT LordHDL Reminder that millions of people my parents included need aid,O O O O O O O O O O O O
Hurricane Maria caused widespread damage to Puerto Rico Drone footage captured the scene in San Juan and Can,O O O O O O U-ISLAND U-ISLAND O O O O O O U-CITY U-CITY O O
Israeli aid volunteers being applauded in Mexico as they carry out rescue operations following the tragic earthquake Video StandWithUs,O O O O O O U-COUNTRY O O O O O O O O O O O O
GenesisBikesUK played a part helping in the Mexico City earthquake This was my aid delivery vehicle Greets from Mexico,O O O O O O O U-COUNTRY U-CITY O O O O O O O O O U-COUNTRY
RT bestpicofshawn shawn helping people affected by the earthquake in Mexico,O O O O O O O O O O U-COUNTRY
Please donate towards those in need of help for Hurricane Maria number 18008422200 or,O O O O O O O O O O O O O O
brazilianjiujitsu bjjculiacan bjjmexico openmat for charity to help the victims of Mexicos earthquake nowgrownups,O O O O O O O O O O O U-COUNTRY O O
is phishing site hosted by you pretending receive donations due earthquake in Mexico neothek LiquidWeb webdotcom,O O O O O O O O O O O O U-COUNTRY O O O
Latest Rescue efforts continue after devastating earthquake in Mexico City,O O O O O O O O U-CITY U-CITY
GCFest Celiac I need your support for glutenfree food in shelter in NaturalDisaster like HurricaneMaria hurrcaneirma RedCross,O O O O O O O O O O O O O O O O O
RT insidescoopsf Chef Gabriela Cámara on raising funds for hurricane relief This needs to be a continued effort,O O O O O O O O O O O O O O O O O O
Today the CTNationalGuard deployed a 2nd cargo plane crew to the Caribbean to help with HurricaneMaria recovery,O O O O O O O O O O O U-CONTINENT O O O O O
NOW USAR team on USAIDs DART are loaded up ready to go search 4 MexicoEarthquake survivors Our thoughts are with them all affected,O O O O O O O O O O O O O O O O O O O O O O O
Hurricane Maria Intensifies to Category 4 Urgent need send aid immediately care of the,O O O O O O O O O O O O O O
RT WeatherNation BREAKING A 6 1 magnitude earthquake was reported in Mexico this morning Days after a 7 1 killed hundreds,O O O O O O O O O O O U-COUNTRY O O O O O O O O O
RT EnriqueSoto8 Dear friends I started a fundraiser to help patients with cancer affected by Mexicos earthquake anything helps,O O O O O O O O O O O O O O O U-COUNTRY O O O
Care to comment on this realDonaldTrump Care to HELP PuertoRico HurricaneMaria HelpPuertoRico FakePresident TrumpResign TrumpLies,O O O O O O O O O U-ISLAND O O O O O
Can help us raise 5000 for the Earthquake in Mexico Please donate to our JustGiving Crowdfunding Page 2 D THANK YOU,O O O O O O O O O U-COUNTRY O O O O O O O O O O O
RT RedCrossLA Join ShawnMendes RedCross to help people affected by the MexicoEarthquake Donate here,O O O O O O O O O O O O O O
RT palomahecht You can also donate to WE ARE ONE MEXICO fundraiser PLEASE DONATE SHARE WAOXMEXICO,O O O O O O O O O O U-COUNTRY O O O O O
AMERICA Puerto Rico the US Virgin Islands They need their fellow citizens help Right Now AidNOW HurricaineIrma HurricaneMaria,O U-ISLAND U-ISLAND O U-ISLAND U-ISLAND U-ISLAND O O O O O O O O O O O
RT ajplus After Mexicos earthquake shut down neighborhoods bicyclists stepped up to navigate the streets and provide relief,O O O U-COUNTRY O O O O O O O O O O O O O O
RT OrganicConsumer Mexico needs help 15 of donations go to relief efforts incl helmets 4 rescue Donate here ht,O O U-COUNTRY O O O O O O O O O O O O O O O O
RT JanJBultmann Just donated to Puerto Rico Real time Recovery Fund HurricaneMaria,O O O O O U-ISLAND U-ISLAND O O O O O
RT B96Chicago ShawnMendes Raising Big Bucks for Mexico Earthquake Relief,O O O O O O O U-COUNTRY O O
RT dose This dog is rescuing survivors of Mexico s earthquake ὃ6,O O O O O O O O U-COUNTRY O O O
RT BuzzFeedNews The death toll from Mexicos earthquake has risen to 307 people as officials continue to comb through rubble,O O O O O O U-COUNTRY O O O O O O O O O O O O O
crochet community RT and love respect please to this hommage to Frida rescue dog that has saved 50 lives in Mexico City after earthquake,O O O O O O O O O O O O O O O O O O O O U-CITY O O O
This rescue pup named Frida is working to help Mexico City earthquake survivors,O O O O O O O O O U-CITY U-CITY O O
RT rafael_j To our friends who want to donate to earthquake relief efforts in Mexico this is the easiest way we ve found,O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O
RT SalHernandez After deadly earthquake people in Mexico trust group of civilian volunteers known as Topos Azteca more than the navy http,O O O O O O O U-COUNTRY O O O O O O O O O O O O O O
Earthquake Mexico CDMX Proud to see the amount of civilians volunteering in the rescue efforts in Mexico City FuerzaMexico,O U-CITY O O O O O O O O O O O O O O U-CITY U-CITY O
RT TheTruth24US Death toll rising in Puerto Rico and Caribbean after Hurricane Maria barrels through,O O O O O O U-ISLAND U-ISLAND O O O O O O O
RT cbsbaltimore A 6 1 magnitude earthquake has hit Mexico in Oaxaca Over 400 people have been killed by recent quakes in Mexico,O O O O O O O O O U-COUNTRY O U-STATE O O O O O O O O O O U-COUNTRY
RT nbcsandiego Another earthquake hit Mexico Saturday,O O O O O U-COUNTRY O
Women on the frontline of rescue efforts MexicoEarthquake,O O O O O O O O
At least 3 000 buildings found damaged in Mexico City as search narrows for earthquakes last possible survivors,O O O O O O O O U-CITY O O O O O O O O O
envidiadetodos alynmon SilviaCarlova TelevisaApesta_ Paul_Pellon soyNorma__ hekglez CaradeMarciano adiazpi Angelik9091 canallasforever Y es por eso que Mexicans arent counting on the government to rescue them Theyre saving themselves,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RT brownjenjen At least 2 killed as Mexico rocked by another major earthquake earthquake earthquake,O O O O O O O U-COUNTRY O O O O O O O
Frida the rescue dog emerges as hero of Mexican earthquake Mexico MexicoEarthquakeRelief,O O O O O O O O O O U-COUNTRY O
RT maineguy3 These people need HELP NOW TODAY NOT NEXT WEEK,O O O O O O O O O O O
RT DrFunkySpoon Post storm satellite image of damaged Arecibo radio telescope in PR from planetlabs,O O O O O O O O U-CITY O O O U-ISLAND O O
listen monsta x asked their manager if they could donate money from the concert to help those in mexico who were affected by the earthquake,O O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O
Video shows dramatic rescue after Mexico earthquake,O O O O O U-COUNTRY O
RT ixan3 More pics are some damage to my house HurricaneMaria,O O O O O O O O O O O
BAP_Bangyongguk We need all the help we can get so please StCroix HurricaneMaria USVI Please help us spread the word,O O O O O O O O O O O O O O O O O O O O
View of the Ixtlaltepec bridge collapsed by a 6 1 magnitude earthquake in Ixtlatepec Oaxaca state Mexico on September 23 2017 AFP,O O O O O O O O O O O O O O U-STATE O U-COUNTRY O O O O O
Third earthquake in Mexico this month results in 5 dead A magnitude 6 2 earthquake that,O O O U-COUNTRY O O O O O O O O O O O O
Hurricane Maria Storm lashes Dominican Republic after Puerto Rico mari,O O O O U-COUNTRY U-COUNTRY O U-ISLAND U-ISLAND O
RT BeyondType1 How to Help T1Ds Affected by the Earthquake of Mexico City,O O O O O O O O O O O U-COUNTRY O
He is auctioning a picture made by the of Frida dog of rescue Money for donation of the victims of the earthquake in Mexico,O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY
RT cultofmac Apple donates 1 million to Mexico earthquake relief,O O O O O O O U-COUNTRY O O
RT TheShadyFacts Shawn Mendes donates 100 000 to the Mexico Earthquake Relief ὉB,O O O O O O O O O U-COUNTRY O O O
RT EW Gael García Bernal and Diego Luna start a charity to help Mexico earthquake victims,O O O O O O O O O O O O O U-COUNTRY O O
denmarked Can i have some shelter there I alrady lost my home in Mexicos earthquake,O O O O O O O O O O O O O U-COUNTRY O
DSTRDamage The Governments sending 5 million in aid to Do,O O O O O O O O O O
RT BuzzFeedNews Meet Frida a rescue dog who has saved more than 50 lives in Mexico,O O O O O O O O O O O O O O O U-COUNTRY
RT SpecialistDK List of charities providing earthquake relief for our neighbors and friends in Mexico Donate,O O O O O O O O O O O O O O U-COUNTRY O
im from mexico and a terrible 7 1 richter scale earthquake hit the country damaging immensely central mexico please RT and donate 1 2,O O U-COUNTRY O O O O O O O O O O O O O O U-COUNTRY O O O O O O
Badass Rescue Dog Who Has Rescued 52 Lives Is Now Saving People Affected By Mexico Earthquake,O O O O O O O O O O O O O O U-COUNTRY O
PHOTOS Rescuers Tirelessly Search For Earthquake Victims in Mexico City AP_Images AFPphoto GettyImages,O O O O O O O O U-CITY U-CITY O O O
Click link for info on how to help survivors of HurricaneMaria PuertoRicoStrong puertoricoselevanta,O O O O O O O O O O O O O
RT olivia_lang Rescue work continues into the night at AlvaroObregon286 MexicoEarthquake,O O O O O O O O O O O
Days after Hurricane Maria pounded the island of Puerto Rico killing at least 10 people authorities are,O O O O O O O O U-ISLAND U-ISLAND O O O O O O O
Residents from NY to the Carolinas are told to monitor Hurricane Maria and the potential damage she can do to,O O U-CITY O O U-STATE O O O O O O O O O O O O O O
2 D E 1Israeli rescue workers continue to work intensively at collapsed buildings in Mexico trying to locate survivors of the earthquake,O O O O O O O O O O O O O O U-COUNTRY O O O O O O O
Death toll is rising as Hurricane Maria cont through the Caribbean Power is out on the island,O O O O O O O O O U-ISLAND L-ISLAND O O O O U-ISLAND O
Grahic Video of hurricane destruction in Puerto Rico,O O O O O O U-ISLAND U-ISLAND
BREAKINGNEWS New earthquake a magnitude 5 7 earthquake strikes Paredon Mexico USGS USGSBigQuakes confirmed MexicoEarthquake,O O O O O O O O O U-CITY U-COUNTRY O O O O
RT ARnews1936 Jewish volunteers find body of missing rabbi in Mexico earthquake rubble vi,O O O O O O O O O O U-COUNTRY O O O
New look at the damage in PuertoRico from Hurricane Maria,O O O O O O U-ISLAND O O O
RT WFTV Hurricane Maria Multiple groups seek supplies for Puerto Rico,O O O O O O O O O U-ISLAND U-ISLAND
RT NY1 Many FDNY stations are accepting item donations for Puerto Rico But this is what they are not accepting right now,O O O O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O
We are collecting pet supply donations for the lost and abandoned pets in the wake of Hurricane Maria 407 498 3080,O O O O O O O O O O O O O O O O O O O O O
Since you claim to always put America first Puerto Rico a U S territory is being destroyed by Hurricane Maria They have no power,O O O O O O O O U-ISLAND U-ISLAND O U-COUNTRY U-COUNTRY O O O O O O O O O O O
FuerzaMéxico Israeli Volunteers Pull Rabbi s Body From Rubble Of Mexico Earthquake via jdforward,O O O O O O O O O O U-COUNTRY O O O
RT CBSMiami Locals organizing donations for struggling island of Puerto Rico HurricaneMaria PuertoRico silvaharapetian,O O O O O O O O O U-ISLAND U-ISLAND O U-ISLAND O
Please help us find her still no word its been almost week since her last communication HurricaneMaria Dominica Missing,O O O O O O O O O O O O O O O O O U-COUNTRY O
StephenCurry30 huge fan My country was attack by hurricane Maria Dominica we need help Please help us,O O O O O O O O O O U-COUNTRY O O O O O O
RT CBSLA SoCal Rescue Team Deploys To Puerto Rico to help victims of HurricaneMaria,O O O O O O O U-ISLAND U-ISLAND O O O O O
RT DoreenColondres México needs our help as well Donate at least 1 ὤFἿC Check this list,O O U-COUNTRY O O O O O O O O O O O O O
RT IgorGuilarte JapanEmb_Mexico F 5 Dignity Japanese Rescuers Respect Victim of Earthquake in Mexico,O O O O O O O O O O O O O U-COUNTRY
RT WSJ When rescuers need to be rescued The aftermath of Mexico s earthquake,O O O O O O O O O O O U-COUNTRY O O
The death toll from Hurricane Maria in Puerto Rico is now at least 10 That number includes two police officers,O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O O
Frida the rescue dog who is helping search for survivors following a series of earthquakes in Mx MéxicoFuerte,O O O O O O O O O O O O O O O O U-COUNTRY O
ATTN NYCers The city is collecting supplies for those affected by Hurricane Maria in Puerto Rico at fire and EMS stations across NYC,O O O O O O O O O O O O O O U-ISLAND U-ISLAND O O O O O O U-CITY
New Yorkers can help with the HurricaneMaria relief effort in PuertoRico by donating by text online or by dropping of supplies see list,O O O O O O O O O O U-ISLAND O O O O O O O O O O O O
Venezuela Delivers 10 4 Tons of Aid to Earthquake Ravaged Mexico,U-COUNTRY O O O O O O O O O U-COUNTRY
IM FINE PUERTO RICO IS DESTROYED BY HURRICANE MARIA 5 7ὤCἿB hurricaneMaria HuracanMaria,O O U-ISLAND U-ISLAND O O O O O O O O O
Its so tragic of how hurricane Maria left my island ἳ4 so destroyed but were going to get right back up united together ὢ9Ὁ9 5 7,O O O O O O O O O O O O O O O O O O O O O O O O O O
RT SongExploder Please join me in donating to UNICEFs Earthquake Relief Efforts in Mexico FuerzaMexico People need help,O O O O O O O O O O O O O U-COUNTRY O O O O
damage to infrastructure in PuertoRico done by HurricaneMaria HuracánMaría,O O O O U-ISLAND O O O O
Official death toll of 19 Sept Mexico Earthquake is now 318,O O O O O O U-COUNTRY O O O O
Aid begins to flow to Puerto Rico after Hurricane Maria devastation via AP,O O O O O U-ISLAND U-ISLAND O O O O O O
RT Oxfam MexicoEarthquake Were sending in assessment teams to two worst hit areas,O O O O O O O O O O O O O
Edited version of shawnmendes MexicoEarthquake appeal video The message stands donate all you can at,O O O O O O O O O O O O O O O
Frida ὃ6 Lists of where to donate to help Mexico earthquake relief effort FuerzaMéxico,O O O O O O O O O U-COUNTRY O O O O
RT teaganwhite 5 from each sale will be donated to SierraClubs Hurricane Maria relief fund which will support community led relief in,O O O O O O O O O O O O O O O O O O O O O O
PM of St Vincent ComradeRalph greets relief personnel and aid from Palestine and Venezuela as they head to Dominica HurricaneMaria,O O O O O O O O O O O U-COUNTRY O U-COUNTRY O O O O U-COUNTRY O
looking to donate to puertorico hurricanemaria relief pr,O O O O U-ISLAND O O O
WenzelGear is there a possibility to find special prices for tents for the ppl in need in Mexico after earthquake We want to buy a lot,O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O
Magnitude 5 7 earthquake strikes off the coast of Chiapas Mexico,O O O O O O O O O U-STATE U-COUNTRY
RT NYCMayorsOffice There are a lot of ways you can send help to those in need after Hurricane Maria,O O O O O O O O O O O O O O O O O O O
Recovery supplies needed in most areas of Puerto Rico,O O O O O O O U-ISLAND U-ISLAND
RT telesurenglish Just a day earlier a Ecuadorean solidarity brigade shipped donations to Mexico s earthquake victims,O O O O O O O O O O O O O U-COUNTRY O O O
RT AlanNeff sarahkendzior I donated through this platform created by Puerto Rican MLB players,O O O O O O O O O O U-ISLAND U-ISLAND O O
WATCH Israeli Rescue Teams Help Earthquake stricken Mexico Netanyahu Orders Relief Aid via jbn,O O O O O O O U-COUNTRY O O O O O O
RT ninalakhani Earthquake death toll rises to 318 including 180 in Mexico City still lots of people unaccounted for EarthquakeMexico,O O O O O O O O O O O U-CITY U-CITY O O O O O O O
RT DannyWildeOk IDF Israel Defense Forces soldiers were seen working in Mexico earthquake rescue operation,O O O U-COUNTRY O O O O O O O U-COUNTRY O O O
Search Rescue dogs Mexico earthquake little legends ὠD,O O O U-COUNTRY O O O O
RT ISRAEL21C The IDF Israeli aid agencies send emergency response teams and aid to Mexico following 7 1 magnitude earthquake,O O O O O O O O O O O O O O U-COUNTRY O O O O O
On September 19 1985 Mexico City experienced its strongest earthquake to date The IDF sent a rescue team to Mexico to aid in the relief,O O O O U-COUNTRY U-CITY O O O O O O O O O O O O O U-COUNTRY O O O O O
FL Accounting is honored to partner with relief agencies as a collection point for supplies needed for Puerto Rico hurricanemaria donate,O O O O O O O O O O O O O O O O O U-ISLAND U-ISLAND O O
RT SkyNewsBreak Mexicos earthquake monitoring agency says a 6 2 magnitude aftershock has hit Mexico City after a 7 1 quake killed more t,O O U-COUNTRY O O O O O O O O O O O U-CITY U-CITY O O O O O O O O
rodeneronquillo would you consider survivors from the earthquake in Mexico We need a LOT of help Please Thank you 2 D ὤFἿC,O O O O O O O O O U-COUNTRY O O O O O O O O O O O O
RT DavidPapp NASA Is Providing Mexico With Aerial Data Of The Earthquake Site To Aid In Recovery,O O O O O U-COUNTRY O O O O O O O O O O O
6 Ways to Raise Money for and Donate to Victims of the Mexico Earthquake 2xdonations,O O O O O O O O O O O O U-COUNTRY O O
RT queerstewart Another earthquake hit Mexico that is hundreds more without water food or shelter Please share this link to help http,O O O O O U-COUNTRY O O O O O O O O O O O O O O O O
Brides affected by hurricane Irma Harvey or Maria I am looking to donate my wedding gown If youre in need DM me Please 0ἿD,O O O O O O O O O O O O O O O O O O O O O O O O
margaretcho admire your activism Can you help get word out about how dominica was impacted by HurricaneMaria,O O O O O O O O O O O O U-COUNTRY O O O O
We are proud to contribute to the rescue efforts in Mexico City after the devastating earthquake that has recently occurred MexicoQuake,O O O O O O O O O O U-CITY U-CITY O O O O O O O O O
Hey SATX interested in helping our friends in 5 7 Heres a list of local places accepting donations PuertoRicoSeLevanta HurricaneMaria,O O O O O O O O O O O O O O O O O O O O
RT swadylady HillaryClinton potus SECNAV please send help to PuertoRico now to assist in recovery from HurricaineIrma and Hurric,O O O O O O O O O U-ISLAND O O O O O O O O O
RT GigiGraciette In Mexico City alone 180 people have died in the MexicoEarthquake including 28 children Ὁ4 foxla,O O O U-COUNTRY O O O O O O O O O O O O O O
Aid begins to flow to HurricaneMaria hit PuertoRico DisasterRecovery from AP,O O O O O O O U-ISLAND O O O
RT therealfredo NJPW has started collecting donations at their events to help Mexicos earthquake victims,O O O O O O O O O O O O U-COUNTRY O O
We need to get food and supplies down to St Croix now HelpSTCroix STCroix,O O O O O O O O O U-NATURAL U-NATURAL O O U-NATURAL
Join us at lafabricacentral to raise funds for PuertoRico Donate 30 and eat great food PuertoRicoStrong hurricanemaria,O O O O O O O O U-ISLAND O O O O O O O O
realDonaldTrump VP rather than worrying about NFL DO SOMETHING PEOPLE NEED HELP FEMA_Brock,O O O O O O O O O O O O O
Send troops and money and FEMA etc to Puerto Rico NOW RealDonaldTrump Puerto Ricans are American citizens and need help now,O O O O O O O O U-ISLAND U-ISLAND O O U-ISLAND O O O O O O O O
3 3 Make a gift to our International Disaster Relief Fund to help animals affected by this other disasters ὤF,O O O O O O O O O O O O O O O O O O O O
