tweet_id,text,location_mentions,text_transformed
ID_909515817641025536,cashisbest. Donate $ not things. Give local  and Tampa Bay Food Bank  irmageddon disaster irma,Tampa Bay=>CITY,cashisb donate $ not thing give local and tampa bay food bank irmageddon disaster irma
ID_906209380235870208,Florida governor Rick Scott warns all residents should be prepared to evacuate as Hurricane Irma approaches  Bus,Florida=>STATE,florida governor rick scott warn all resident should be prepare to evacuate as hurricane irma approach bus
ID_907729273754177536,BREAKING: Florida death toll from Hurricane Irma goes up to 12 (AP),Florida=>STATE,breaking florida death toll from hurricane irma go up to 12 ( ap )
ID_908817451563065345,"Hurr. Irma Reminder: Broward residents in need of assistance with food, shelter and childcare, call the 2-1-1 helpline.",Broward=>COUNTY,hurr. irma reminder broward resident in need of assistance with food shelter and childcare call the 2 1 1 helpline
ID_909412163143561216,"RT : We are one week post Irma and so many still desperately need help. If you are able and willing to volunteer,",,rt we be one week post irma and so many still desperately need help if you be able and willing to volunteer
ID_908802862280568832,Flood Warning in effect in Essex County in MA until 715 PM mawx,Essex County=>COUNTY * MA=>STATE,flood warning in effect in essex county in ma until 715 p.m. mawx
ID_909067864640049152,For every sell the  get I will donate to victims of Harvey Irma flordia houston texas georgia,houston=>CITY * texas=>STATE * georgia=>STATE,for every sell the get i will donate to victim of harvey irma flordia houston texas georgia
ID_907735074820513793,"So glad they rescued them from Irma and then the police will rescue them, from them!!!!!",,so glad they rescue they from irma and then the police will rescue they from they !!!!!
ID_908493458184200192,Liberia: Mudslide Causes Damage At China Union: AllAfrica  environment,Liberia=>COUNTRY * China=>COUNTRY,liberia mudslide cause damage at china union allafrica environment
ID_908112794993672192,why isn anyone talking about Mexico. They had a hurricane and an earthquake. 95 people died. ?!?!?,Mexico=>COUNTRY,why isn anyone talk about mexico they have a hurricane and a earthquake 95 person die ?!?!?
ID_908509551971926017,Hurricane Irma victims get IRS reprieve,,hurricane irma victim get irs reprieve
ID_905981395004260354,A horrendous situation. See the damage left by Hurricane Irma so far,,a horrendous situation see the damage leave by hurricane irma so far
ID_905750196478496768,"BREAKING: Death toll in the Caribbean is now up to at least 10, due to .   14",Caribbean=>OTHER LOCATIONS,breaking death toll in the caribbean be now up to at least 10 due to 14
ID_907715034998026250,Surveying damage in Bonita Springs. Were committed to helping our communities recover following Irma.,Bonita Springs=>CITY,surveying damage in bonita springs be commit to help our community recover follow irma
ID_907192184310517760,"Miami Intl Airport sustained significant water damage in , says the airports CEO- via",Miami=>CITY,miami intl airport sustain significant water damage in say the airport ceo via
ID_907379141661655041,"Hurricane Irma kills 10 in Cuba, Castro calls for unity   klout maga",Cuba=>COUNTRY,hurricane irma kill 10 in cuba castro call for unity klout maga
ID_908320009818132480,RESIDENTS RETURNING HOME stunned by horrifying scope of Irmas destruction -,,resident return home stun by horrifying scope of irmas destruction
ID_908121301805621248,90 percent of homes in Florida Keys damaged by Hurricane Irma: FEMA,Florida=>STATE,90 percent of home in florida keys damage by hurricane irma fema
ID_907230797635223559,"Thank you to the A2 Firefighters who are assisting with Hurricane Irma rescue efforts: Cap Budd, FF McAllister & Lt Bruck.",,thank you to the a2 firefighters who be assist with hurricane irma rescue effort cap budd ff mcallister & lt bruck
ID_906448366124625920,"Busy days in Dubai! Emergency rations and kits for , , , flying to Haiti. Thanks  for the airlift.",Dubai=>COUNTRY * Haiti=>COUNTRY,busy day in dubai ! emergency ration and kit for fly to haiti thanks for the airlift
ID_907740072434421760,Cannot thank the first responders of Duval enough for their efforts during Hurricane Irma JAXasOne,,can not thank the first responder of duval enough for their effort during hurricane irma jaxasone
ID_907602448814145536,"People have died, you heartless sloth.",,person have die you heartless sloth
ID_905985930271580161,*Has to pack for evacuation of Hurricane Irma.* *Packs all my  &  merch*,,* have to pack for evacuation of hurricane irma * * pack all my & merch *
ID_906907410345979904,Rosen Hotels & Resorts in Orlando announces availability of 30 guestrooms at  for  evacuees. Call 407-996-9840.,Rosen Hotels & Resorts=>HUMAN-MADE POINT-OF-INTEREST * Orlando=>CITY,rosen hotel & resorts in orlando announce availability of 30 guestroom at for evacuee call 407-996-9840
ID_909558340723802112,"In Irmas wake, Maria threatens Caribbean with more damage. . NBC News  via",,in irmas wake maria threaten caribbean with more damage nbc news via
ID_909457640073449478,Tropical park had a lot of tree damage because of Hurricane Irma miami,miami=>CITY,tropical park have a lot of tree damage because of hurricane irma miami
ID_905735086448017408,"Damage caused by hurricaneirma truly terrifying. Homes destroyed,no power/water.",,damage cause by hurricaneirma truly terrifying home destroy no power / water
ID_907417191380905984,I liked a  video  HURRICANE IRMA DESTROYED OUR NEIGHBORHOOD!!!! THE AFTERMATH OF A DEADLY HURRICANE,,i like a video hurricane irma destroned our neighborhood !!!! the aftermath of a deadly hurricane
ID_907910785707515904,"Award for most adorable Irma evacuee goes to.. this tumbling puppy! 400+ dogs, cats in temp shelter. 6:45am on .",,award for most adorable irma evacuee go to .. this tumble puppy ! 400 + dog cat in temp shelter 6:45 a.m. on
ID_907339849551761408,caused major damage to the electric grid. This is a pole that caught fire in College Park.,College Park=>HUMAN-MADE POINT-OF-INTEREST,cause major damage to the electric grid this be a pole that catch fire in college park
ID_908965200749105152,Country music star helps rescue teen brothers,,country music star help rescue teen brother
ID_909407552433217538,"please share, many of us in Florida have been impacted by Irma and need help!",Florida=>STATE,please share many of we in florida have be impact by irma and need help !
ID_908162241308053504,Polks cities take stock of the damage done by Irma Read more:,Polks cities=>NEIGHBORHOOD,polk city take stock of the damage do by irma read more
ID_905987673399144448,"I may get killed in a hurricane, but at least my cool video was retweeted 500+ times.",,i may get kill in a hurricane but at least my cool video be retweet 500 + time
ID_905724152446951424,"At least eight people dead, 23 injured as Hurricane Irma roars over the   World",,at least eight person dead 23 injure as hurricane irma roar over the world
ID_907456546770227201,Weve had several reports of wind damage & flooding from Irma. See our summary of reports:  scwx gawx,,weve have several report of wind damage & flooding from irma see our summary of report scwx gawx
ID_905908441692200960,. preps for  evacuees. And retailers make plans to keep shelves stocked with essentials.,,prep for evacuee and retailer make plan to keep shelf stock with essential
ID_905734705835905024,"Massive forest fires, Hurricane Harvey and now Irma  dont let disaster fatigue set in  people in all areas of the US need our help.",US=>COUNTRY,massive forest fire hurricane harvey and now irma do not let disaster fatigue set in person in all area of the us need our help
ID_909378180208771073,RT :    Irma recovery supplies Shout OUT :4500lbs of needed items!,,rt irma recovery supply shout out :4500 lb of need item !
ID_908427720031395840,"To access help from volunteer lawyers, TX flood victims can call 1-800-504-7030 and LA flood victims can call 1-800-310-7029.",TX=>STATE * LA=>STATE,to access help from volunteer lawyer tx flood victim can call 1-800-504-7030 and la flood victim can call 1-800-310-7029
ID_907758943266594817,"For Canadians owning property in Florida, assessing the damage after Hurricane Irma is full of challenges",Florida=>STATE,for canadian own property in florida assess the damage after hurricane irma be full of challenge
ID_909387737202954241,South Florida Ford Stores and the Florida Panthers are committed to helping Floridians affected by Hurricane Irma,South Florida=>STATE * Florida=>STATE,south florida ford stores and the florida panthers be commit to help floridians affect by hurricane irma
ID_907437336207618048,"Damage revealed after Irma thrashed Key Largo, Florida",Florida=>STATE,damage reveal after irma thrash key largo florida
ID_906090220671688704,"Due to Hurricane Irma, all OCPS schools will be closed on Friday, Sept. 8 and Monday, Sept. 11. Be safe, Blue Darters!",,due to hurricane irma all ocps school will be close on friday september 8 and monday september 11 be safe blue darters !
ID_906733819260276736,The Latest: More than 170K without power in Florida - Hurricane Irma is starting to spin up funnel clouds and a,Florida=>STATE,the late more than 170 thousand without power in florida hurricane irma be start to spin up funnel cloud and a
ID_908875851936215041,". reports 67 schools had roof damage from Irma. 28 had water damage, including flooding in classrooms:",,report 67 school have roof damage from irma 28 have water damage include flooding in classroom
ID_908593209793826817,Please watch this video to see the devastation Irma wreaked on Black Creek In Florida. Very little coverage & the damage is catastrophic!,Florida=>STATE,please watch this video to see the devastation irma wreak on black creek in florida very little coverage & the damage be catastrophic !
ID_909478106221748224,"expands  relief in Florida Keys; Field Kitchen (10,00 meals a day capacity) to Marathon",Florida=>STATE,expand relief in florida keys field kitchen ( 1000 meal a day capacity ) to marathon
ID_908232446658990081,Death toll rises to 8 at sweltering Florida nursing home in Irmas aftermath.,Florida=>STATE,death toll rise to 8 at swelter florida nursing home in irmas aftermath
ID_907314459873607680,"By dawns early light, I see minimal  damage at my  home in . Electricity still out & big mess tho.",VictoriaPark=>HUMAN-MADE POINT-OF-INTEREST,by daw ns early light i see minimal damage at my home in electricity still out & big mess though
ID_907976041028665345,Just in: Death toll from Mexico 8.2-magnitude earthquake climbs to 95,Mexico=>COUNTRY,just in death toll from mexico 8.2 magnitude earthquake climb to 95
ID_908015963496427522,Because of Irma - the Atlanta Community Food Bank is in urgent need | Come on out to the  TODAY! | DETAILS:,Atlanta=>CITY,because of irma the atlanta community food bank be in urgent need | come on out to the today ! | detail
ID_907290901537587201,Know your severeweather terms. Watches = severe weather is possible. Warnings = severe conditions have begun or will begin soon. Irma,,know your severeweather term watch = severe weather be possible warning = severe condition have begin or will begin soon irma
ID_907340722776440839,JUST IN -  is offering $99 airfare for direct flights for evacuees returning to Florida $JBLU,Florida=>STATE,just in be offer $ 99 airfare for direct flight for evacuee return to florida $ jblu
ID_909056386440601600,Former Ohio State student dies after being released from drug treatment center during Hurricane Irma evacuation,Ohio=>STATE,former ohio state student die after be release from drug treatment center during hurricane irma evacuation
ID_908674416040665089,Flood waters carry hazards public needs to know about.,,flood water carry hazard public need to know about
ID_906758981863002112,"In the end, nobody will ever know the death toll due to Limbaughs followers believing his LIES.",,in the end nobody will ever know the death toll due to limbaughs follower believe his lies
ID_908261890840829953,Eight senior citizens killed in Florida nursing home after Hurricane Irma causes air,Florida=>STATE,eight senior citizen kill in florida nurse home after hurricane irma cause air
ID_908501835736141825,12-y-o Rescued from Flood Water - Credit Demanded Whatsapp 1-876-434-2557 to Discuss,,12 y -o rescue from flood water credit demand whatsapp 1-876-434-2557 to discuss
ID_907555157214339072,"Irma leaves at least one dead, 1.5M Georgians without power  Altanta",Altanta=>CITY,irma leave at least one dead 1.5m georgian without power altanta
ID_908015472666222592,"Destroyed by earthquake in 4th c., the beautifully restored theater at Salamis on lovely island of Cyprus (Thx  )",Salamis=>ISLAND * island of Cyprus=>ISLAND,destroy by earthquake in 4th c. the beautifully restore theater at salamis on lovely island of cyprus ( thx )
ID_908788579194638336,Working together!  Officer delivers urgent platelet supply for  relief to  transport plane.,,work together ! officer deliver urgent platelet supply for relief to transport plane
ID_907622854270832640,Hurricane Irma Update: Caribbean Luxury Resort Damage Reports,Caribbean Luxury Resort=>HUMAN-MADE POINT-OF-INTEREST,hurricane irma update caribbean luxury resort damage report
ID_909085297912287232,45 and Osteen: REFUSAL TO HOUSE displaced ppl COMPLICITGOP,,45 and osteen refusal to house displace people complicitgop
ID_908160025155305472,Bayou City teenagers serving families affected by the flood.,Bayou City=>CITY,bayou city teenager serve family affect by the flood
ID_907729316330471430,Drone footage shows how Hurricane Irma destroyed St Martin | Daily Mail Online,St Martin=>ISLAND,drone footage show how hurricane irma destroy st martin | daily mail online
ID_906719094535102464,"Tornado warnings coming in every 30 minutes, this picture was caught off the Florida coast@2017",Florida=>STATE,tornado warning come in every 30 minute this picture be catch off the florida coast@2017
ID_909474614165651456,WHEN EVACUATING FOR IRMA PLEASE DO NOT LEAVE YOUR PETS BEHIND THEY CAN NOT FEND FOR THEMSELVES & NEED YOU MORE THAN ANYTHING,,when evacuating for irma please do not leave your pets behind they can not fend for themselve & need you more than anything
ID_905411782679740416,Tomorrow at 3pm pst we raise money for the flood victims!   I am raffling awesome stuff!,,tomorrow at 3 p.m. pst we raise money for the flood victim ! i be raffle awesome stuff !
ID_908222508591181824,"Mexico was hit w/ an 8.0 magnitude earthquake, deathtoll thusfar 100 ppl, shortly after offering to help Us in Houston. What will we do?",Mexico=>COUNTRY * Houston=>CITY,mexico be hit with a 8.0 magnitude earthquake deathtoll thusfar 100 people shortly after offer to help we in houston what will we do ?
ID_909518412870815745,List of places to help those who need assistance due to hurricane Irma.,,list of place to help that who need assistance due to hurricane irma
ID_905478331503710209,Thank you  for your donation to help displaced flood victims. We appreciate you!southlandstrong,,thank you for your donation to help displace flood victim we appreciate you !southlandstrong
ID_908436497417740288,A flash flood warning has been issued for  until 4:45 pm. All slot canyons including the Narrows are closed.,,a flash flood warning have be issue for until 4:45 p.m. all slot canyon include the narrows be close
ID_908963491117121536,Those affected by Hurricanes Harvey and Irma urgently need your help. Please. You can change a life. Thank you.,,that affect by hurricanes harvey and irma urgently need your help please you can change a life thank you
ID_908576801785397249,Weakening Tropical Storm Max dumps rain on southern Mexico,Mexico=>COUNTRY,weaken tropical storm max dump rain on southern mexico
ID_908847712359108608,Hurricane Irma evacuees baby born in Birmingham,Birmingham=>CITY,hurricane irma evacuee baby bear in birmingham
ID_908221036604411904,National Disaster Response Force has been called into the flood affected areas of Malkajgiri in Hyderabad on Thurs,Malkajgiri=>CITY * Hyderabad=>CITY,national disaster response force have be call into the flood affect area of malkajgiri in hyderabad on thur
ID_907269961671946241,From Miami: A U.S. Coast Guard Commander updates us on damage in wake of Irma. On  STREAM,Miami=>CITY,from miami a u.s. coast guard commander update we on damage in wake of irma on stream
ID_908053067123359744,Hurricane Irma kills 6 nursing home patients,,hurricane irma kill 6 nursing home patient
ID_907227225132593153,Nearly 4.5 million across Florida lost power. Officials said it will take weeks to restore electricity to everyone.,Florida=>STATE,nearly 4.5 million across florida lose power official say it will take week to restore electricity to everyone
ID_906352725490913288,What trustworthy agencies are people donating to to help those in the Caribbean?,Caribbean=>OTHER LOCATIONS,what trustworthy agency be person donate to to help that in the caribbean ?
ID_907010185528561667,Storm Update-Irma More much needed help is headed to Florida. Special THANK YOU goes out to the Bay Area Search &,Florida=>STATE,storm update irma more much need help be head to florida special thank you go out to the bay area search &
ID_906289502599217152,"WNT Students at Assumption on Irma Damage - September 8th, 2017 - YouTube",,wnt student at assumption on irma damage september 8th 2017 youtube
ID_908799118272741376,"IMEA, thanks for sending assistance to FL. Never doubted responsiveness of Midwest brothern who I know so well. Jacob Williams CEO FMPA",FL=>STATE,imea thanks for send assistance to fl never doubt responsiveness of midwest brothern who i know so well jacob williams ceo fmpa
ID_907976007046520832,"At least 32 killed as 8.2 quake hits Mexico, the following video shows people flee to safety after earthquake",Mexico=>COUNTRY,at least 32 kill as 8.2 quake hit mexico the follow video show person flee to safety after earthquake
ID_907324867594174464,"Over 30 dogs and cats, refugees from , arrived in Chicago Saturday from shelters in Florida",Chicago=>CITY * Florida=>STATE,over 30 dog and cat refugee from arrive in chicago saturday from shelter in florida
ID_905762092262846468,Hurricane Irma kills at least 10 in Caribbean as Florida braces for storm - latest news  via,Caribbean=>ISLAND * Florida=>STATE,hurricane irma kill at least 10 in caribbean as florida brace for storm late news via
ID_908016945198485504,8 people killed  . 2 of the 8 deaths occurred in . 6 were in other parts of . 40 ppl injured,KeyWest=>CITY * MonroeCounty=>COUNTY,8 person kill 2 of the 8 death occur in 6 be in other part of 40 people injure
ID_907342532819996679,"WATCH: Hurricane Irmas damage to Barbuda, Puerto Rico, Cuba and Florida  - RT and follow !",Barbuda=>ISLAND * Puerto Rico=>ISLAND * Cuba=>ISLAND * Florida=>STATE,watch hurricane irmas damage to barbuda puerto rico cuba and florida rt and follow !
ID_908337810867998720,"If u have a camper&NOT using it,bring to Florida to help Flood victims from Middleburg!  is a patriot & needs 1",Florida=>STATE * Middleburg=>CITY,if you have a camper&not use it bring to florida to help flood victim from middleburg ! be a patriot & need 1
ID_907281318765105153,"Here are two important emergency numbers to have. If you want to volunteer, here is a number to call. 2017",,here be two important emergency number to have if you want to volunteer here be a number to call 2017
ID_909385582291415040,"RT : Teens,well be collecting items4 people in our area (Fernandina &Jax) affected by Irma DM 4 details/ bring to 5Points",,rt teen well be collect items4 person in our area ( fernandina & jax ) affect by irma dm 4 detail / bring to 5 point
ID_909297129633574914,Me and a few of my friends in Florida are extending our help to people in The US Virgin Islands who were devastated by Hurricane Irma.,Florida=>STATE * US Virgin=>ISLAND,i and a few of my friend in florida be extend our help to person in the us virgin island who be devastate by hurricane irma
ID_908881950164885504,Did  damage your favorite tree? See Can My Tree Be Saved? on FFS webpage for tips and advice.,,do damage your favorite tree ? see can my tree be save ? on ffs webpage for tip and advice
ID_908074408840921088,UPDATE: Officials say 8 patients now dead after Florida nursing home left with no A/C following Irma,Florida=>STATE,update official say 8 patient now dead after florida nursing home leave with no a / c follow irma
ID_906556672654667776,"urgent intervention needed in Desoto County FL.  refusing people w/service animals in shelters. Illegal, wrong, deadly irma",Desoto County=>COUNTY * FL=>STATE,urgent intervention need in desoto county fl refuse person with service animal in shelter illegal wrong deadly irma
ID_908773568544112640,Irma: Orange residents urged to avoid contact w/bodies of water due to possible contamination:,,irma orange resident urge to avoid contact with body of water due to possible contamination
ID_907766746660196352,Florida death toll from  goes up to 12. ~,Florida=>STATE,florida death toll from go up to 12 ~
ID_907775420489224192,We are thankful that Alabama was spared the worst of . But many were not and will need help. From our executive director:,Alabama=>STATE,we be thankful that alabama be spare the bad of but many be not and will need help from our executive director
ID_908689557394206721,"Some of the damage caused by last years earthquake in Norcia, Italy",Norcia=>CITY * Italy=>COUNTRY,some of the damage cause by last year earthquake in norcia italy
ID_909152108229939201,Heart to Heart is now in Big Pine Key (Lower Florida Keys) 1st medical ngo to setup. Help now:,Florida=>STATE,heart to heart be now in big pine key ( lower florida keys ) 1st medical ngo to setup help now
ID_906343376785756160,So since Beyonc donated 7 million dollars to Texas who the hell gonna help North Carolina? Petey Pablo?,Texas=>STATE * North Carolina=>STATE,so since beyonc donate 7 million dollar to texas who the hell go to help north carolina ? petey pablo ?
ID_907339829842673666,Donate to the HIV Hurricane Relief Effort! Support ppl living w/ HIV affected by hurricanes Irma & Harvey,,donate to the hiv hurricane relief effort ! support people live with hiv affect by hurricane irma & harvey
ID_907373793617870849,Those Irma evacuees who thought theyd spend a few days camping at ? Some of them are still there.,,that irma evacuee who think theyd spend a few day camp at ? some of they be still there
ID_907656146797907969,Help us make a difference and giveback to our community!   florida UCF hurricaneirma,florida=>STATE,help we make a difference and giveback to our community ! florida ucf hurricaneirma
ID_905691633294987264,A look at the aftermath of Hurricane Irma after making landfall in St. Martin. There are reports of multiple buildings with damage there.,St. Martin=>CITY,a look at the aftermath of hurricane irma after make landfall in st. martin there be report of multiple building with damage there
ID_905302589897674752,"depends on exact location then, of course, exact track/intensity. Expect high winds, heavy rain, flooding, iso tornadoes late Sun.-Mon.",,depend on exact location then of course exact track / intensity expect high wind heavy rain flooding iso tornado late sun monday
ID_906586853830209538,Magnitude of Irma drives massive evacuation from Florida,Florida=>STATE,magnitude of irma drive massive evacuation from florida
ID_905436833865183232,"| Earthquake In Chinas Sichuan Province Kills At Least 19, Injures 247 |",China=>COUNTRY,| earthquake in chinas sichuan province kills at least 19 injure 247 |
ID_906447462801571840,Heavy rainfall with Irma likely to lead to river flooding. Check  for river flood forecasts. flwx,,heavy rainfall with irma likely to lead to river flooding check for river flood forecast flwx
ID_908284383508955136,Shocking  video of Florida Keys residents who didnt evacuate Irma Catastrophic Damage ignored warnings,Florida=>STATE,shocking video of florida keys resident who do not evacuate irma catastrophic damage ignore warning
ID_907331058236116993,".: The president spoke to the governor of Puerto Rico this morning about  damage, recovery",Puerto Rico=>ISLAND,.: the president speak to the governor of puerto rico this morning about damage recovery
ID_908490567599951872,Join the NFL family in a  by donating $10 to Harvey & Irma relief: Text REDCROSS to 90999 or visit:,,join the nfl family in a by donate $ 10 to harvey & irma relief text redcross to 90999 or visit
ID_909461507175481344,"After being battered by Hurricane Irma, St. Maarten assesses the colossal damage to the island and its  Trendin",St. Maarten=>ISLAND,after be batter by hurricane irma st. maarten assess the colossal damage to the island and its trendin
ID_907642331960147969,Most powerful Atlantic storm ever death toll only 38. Amazing! Wonder how compares to normal death toll comparable period. Irma deathtoll,,most powerful atlantic storm ever death toll only 38 amazing ! wonder how compare to normal death toll comparable period irma deathtoll
ID_905744543403921408,"RT : 8 dead, French Saint Martin 95% destroyed as Hurricane Irma tears through Caribbean via /r/worldnews",Saint Martin=>ISLAND * Caribbean=>ISLAND,rt 8 dead french saint martin 95 % destroy as hurricane irma tear through caribbean via / r/ worldnew
ID_907677911737618432,Storm damage at a church in Clayton County CBS46Irma Irma,Clayton County=>COUNTY,storm damage at a church in clayton county cbs46irma irma
ID_908720354373390337,Tragedy as family fall to their deaths in volcano crater,volcano crater=>NATURAL POINT-OF-INTEREST,tragedy as family fall to their death in volcano crater
ID_908147735827804162,This week  cover story examines the future of . Was the flood a warning of worse to come?,,this week cover story examine the future of be the flood a warning of bad to come ?
ID_908660271681503232,"Flood Alert, 9:46AM 15/09/2017, Lower Teifi,  floodaware",,flood alert 9:46am 15/09/2017 lower teifi floodaware
ID_909543929187532801,"We have seen the devastation caused by Irma, in economic damage and lives yet we choose to remain ignorant. TS Maria is now a hurricane.",,we have see the devastation cause by irma in economic damage and life yet we choose to remain ignorant ts maria be now a hurricane
ID_907200899369627648,Military C-130 cargo planes bringing emergency supplies and recovery personnel to Keys following hurricaneirma.,,military c -130 cargo plane bring emergency supplies and recovery personnel to keys follow hurricaneirma
ID_908093289844408320,Mandatory evacuation now on for those in Santa Fe River flood plain  MANDATORY EVACUATION Water levels of the San,Santa Fe River=>NATURAL POINT-OF-INTEREST,mandatory evacuation now on for that in santa fe river flood plain mandatory evacuation water level of the san
ID_905505416314052608,Flood affected hay could be dangerous to livestock,,flood affect hay could be dangerous to livestock
ID_906911101572583425,"Everything still underwater, lots of damage. Irma very dangerous outside still-no cell, power, water",,everything still underwater lot of damage irma very dangerous outside still no cell power water
ID_908515495812456449,Hurricane Irma: Sen. Marco Rubio to host comprehensive recovery assistance center in Immokalee on Friday,Immokalee=>CITY,hurricane irma sen. marco rubio to host comprehensive recovery assistance center in immokalee on friday
ID_905709659696324609,HURRICANE Irma kills 8 as it roars toward Florida  GPWX,Florida=>STATE,hurricane irma kill 8 as it roar toward florida gpwx
ID_906699556783616000,"We had a tornado warning for a bit there. The weather is starting to turn, worst of it isnt until tomorrow though. hurricaneirma2017",,we have a tornado warning for a bit there the weather be start to turn bad of it be not until tomorrow though hurricaneirma2017
ID_907612739778088961,"RT UnivisionNews: Where eye of Hurricane Irma passed, scenes of destruction in the Florida Keys",Florida=>STATE,rt univisionnews where eye of hurricane irma pass scene of destruction in the florida keys
ID_905647678935113730,"RT : Two killed and two seriously injured in French Caribbean territories following Hurricane Irma, French minister says :",,rt two kill and two seriously injure in french caribbean territory follow hurricane irma french minister say
ID_908598310918873088,"Hurricane Irma: Golden Gate cat shelter gets generators from community, needs gas and food",,hurricane irma golden gate cat shelter get generator from community need gas and food
ID_905755657583734784,"BREAKING: Hurricane Irma death toll hits 10, increasing threat for Florida",Florida=>STATE,breaking hurricane irma death toll hit 10 increase threat for florida
ID_905310612728700928,This Dreamer died saving flood victims His body was found as Trump prepares to kill DACA He wont be deported,,this dreamer die save flood victim his body be find as trump prepare to kill daca he will not be deport
ID_908123291663159298,"Moderate earthquake - Tarapaca, Chile on September 13, 2017",Tarapaca=>STATE * Chile=>COUNTRY,moderate earthquake tarapaca chile on september 13 2017
ID_908179511480434688,FutureDanger Indicator: UNPRECEDENTED FLOODS KILL HeatMap Column 4>  Floods Flooding Flood,,futuredanger indicator unprecedented flood kill heatmap column 4 > flood flooding flood
ID_907735047834398720,"The  are donating 5,000 tickets to  game to first responders and residents impacted by Hurricane Irma",,they be donate 5000 ticket to game to first responder and resident impact by hurricane irma
ID_908941880922132480,"Hurricane Irma victims get help from Charlie Pickett, R.E.M.s Peter Buck",,hurricane irma victim get help from charlie pickett r.e.m.s peter buck
ID_906336707846590464,"Come 6m tomorrow, I will be checking in at my workplace and then will be set out to a local shelter for those in need due to Irma.",,come 6 m tomorrow i will be check in at my workplace and then will be set out to a local shelter for that in need due to irma
ID_907976056723963905,. is using drones UAS to survey power-line damage after 2017 Irma in Florida emergingtech,Florida=>STATE,be use drone uas to survey power line damage after 2017 irma in florida emergingtech
ID_909175165543739392,Atlas Oil is determined to keep Irma and Harvey relief efforts fueled. Learn about our emergency deployments here,,atlas oil be determined to keep irma and harvey relief effort fuel learn about our emergency deployment here
ID_908889596649443328,Hurricane Irmas Tiniest Victims Are Getting Vital Help,,hurricane irmas tiny victim be get vital help
ID_908839240729055232,Finished 6 days of Harvey flood relief in Houston. I literally cannot give anymore. I am wiped.,Houston=>CITY,finish 6 day of harvey flood relief in houston i literally can not give anymore i be wipe
ID_909283999658463232,"DSTRDamage Old Cuban woman, house destroyed by the hurrican",Cuban=>ISLAND,dstrdamage old cuban woman house destroy by the hurrican
ID_908339077140815872,Liberia: Mudslide Causes Damage At China Union -  Africa news,Liberia=>COUNTRY * China=>COUNTRY * Africa=>CONTINENT,liberia mudslide cause damage at china union africa news
ID_908539446869610496,. : Puerto Rico Wing assists with Hurricane Irma relief missions over the,Puerto Rico=>ISLAND,puerto rico wing assist with hurricane irma relief mission over the
ID_907926356943663105,Ok folks. Driving back to Miami this week and going to bring aid to victims of Irma. As much as possible. Donate via Venmo & Paypal:,Miami=>STATE,ok folk drive back to miami this week and go to bring aid to victim of irma as much as possible donate via venmo & paypal
ID_905289582689865728,I havent heard from ol dude since the flood. I think he might be dead tbh.,,i have not hear from ol dude since the flood i think he might be dead tbh
ID_907634061056860160,"Finally have cell service. Made it through irma with no damage or injuries. Many thanks for all the well wishes, twitter fam",,finally have cell service make it through irma with no damage or injury many thanks for all the well wish twitter fam
ID_908727793369968640,Hurricane Harvey: Beaumont Flood - Death Toll Rises,,hurricane harvey beaumont flood death toll rise
ID_907735040616001537,FEMA estimates 25 percent of homes in Florida Keys are destroyed,Florida=>STATE,fema estimate 25 percent of home in florida keys be destroy
ID_905886073561153536,Know your evacuations routes & use those roads. Evacuation orders will be effective this Saturday about 10 a.m. Irma SCTweets SCWX,,know your evacuation route & use that road evacuation order will be effective this saturday about 10 a.m. irma sctweets scwx
ID_907282205256421376,The Latest: Irma damage reported on Georgias Tybee Island,Georgias=>STATE,the late irma damage report on georgias tybee island
ID_908049926780846081,Six Dead After Florida Nursing Home Goes Without Air Conditioning After Irma via NYT,Florida=>STATE,six dead after florida nursing home go without air conditioning after irma via nyt
ID_909154322876977152,Heres a rundown of the damage  & subsequent flooding did to Floridas state parks  via,Floridas state parks=>HUMAN-MADE POINT-OF-INTEREST,here a rundown of the damage & subsequent flooding do to floridas state park via
ID_906627621403766784,As hurricane Irma approaches south Florida first priority is assisting our area shelters,Florida=>STATE,as yurricane irma approach south florida first priority be assist our area shelter
ID_908938947098791937,Update: Cuban officials want families to leave Irma-damaged homes but cant offer them permanent housing.,Cuban=>COUNTRY,update cuban official want family to leave irma damage home but cant offer they permanent housing
ID_906513516277977093,Third RAF aircraft to depart  for Irma relief effort is this A400M Atlas carrying  aid,,third raf aircraft to depart for irma relief effort be this a400m atlas carry aid
ID_908288115462242304,"I hope these Houston survivors receive this money and supplies! If they didnt have flood insurance, they should have a home!",Houston=>CITY,i hope this houston survivor receive this money and supplies ! if they do not have flood insurance they should have a home !
ID_907213076134469634,Damage from hurricane Irma at DoubleTree Hotel Orlando Airport,Hotel Orlando Airport=>HUMAN-MADE POINT-OF-INTEREST,damage from hurricane irma at doubletree hotel orlando airport
ID_907052488972533761,"The latest in our  live blog: Deaths feared in Keys, third construction crane falls",,the late in our live blog death fear in keys third construction crane fall
ID_908686959517863936,"Exposure to mold during flood cleanup can cause respiratory illness, eye irritation & skin rash. Stay safe:",,exposure to mold during flood cleanup can cause respiratory illness eye irritation & skin rash stay safe
ID_908047981269712896,An  CC-130J Hercules is flying humanitarian supplies to  in support of international relief efforts,,a cc 130j hercules be fly humanitarian supplies to in support of international relief effort
